Frame,ROI0,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129,ROI130,ROI131,ROI132,ROI133,ROI134,ROI135
257,5.488372,6.102041,11.42729,7.293194,5.724771,5.111111,4.6,3,5.638889,5.523438,4.117647,25.37698,17.96594,27.29412,5.08421,6.572917,4,4,3,3.981482,4.901235,5.176471,5,4.386364,5.381818,4.571429,5.4,4.25,6.497608,4.397059,5.310811,5.263158,3.684211,4.933333,4.5,4.611111,5.270408,4.581818,5.731482,4.12931,4.592593,4.685714,5.4,4.964286,5.18421,4.669231,5.15942,26.18874,5.606299,3.987342,4.59375,5.185714,22.12176,5.6,9.130597,5.769231,4.597701,5.326425,6.328358,4.5,6.324786,8.2,4.333333,7.214953,4.224138,5.827586,6.271186,5.555555,6.602273,5.1875,6.569721,5.153846,6.84479,5.666667,21.11002,6.786408,6.222222,6.602362,5.846154,7.948936,5.173333,5,5.875,3.615385,18.97805,5.453125,6.063636,5.68421,5.40625,6.072727,5.275862,6.356522,5.1,6.746032,6,5.564593,7.28125,6.851191,6.302013,6.441176,7.108108,5.527027,9.79021,5.8,7.121951,6.62963,7.216981,5.2,5.5,5.75,5.047244,6.275362,5.392857,4.782609,6.594594,5.088235,5.603961,3.982759,5.594594,4.578948,4.642424,6.005556,5.379032,7.409594,4.534091,5.27027,5.333333,7.019231,4,5.048387,6.114286,5.037037,5.747191,4.666667,5.344444,4
258,5.325582,5.795918,11.57271,7.34555,5.422019,5.407407,4.025,4,5.583333,4.953125,4.602941,25.41648,17.93808,26.8164,5.810526,6.59375,4,4,3.7,3.240741,4.580247,5.2,4.308824,4,4.945455,5.053571,5.3,4.25,6.105263,5.102941,4.702703,4.736842,3.684211,5.207407,4.25,4.625,5.102041,4.254546,5.759259,4.431035,4.962963,4.314286,6.5,4.75,5.236842,4.507692,5.731884,26.23841,5.007874,4.506329,4.414063,4.871428,21.7513,5.92,8.94403,5.923077,4.528736,5.181347,5.985075,5.613636,6.145299,8.108696,4.333333,7.14486,4.362069,5.965517,6.59322,4.777778,6.909091,5.416667,6.350597,5.52071,6.922395,5.333333,21.02934,6.757282,6.148148,6.732284,6.461538,7.744681,5.466667,4.5,6.1875,4.076923,19.01951,5.507813,5.618182,5.556391,5.507813,5.490909,5.301724,5.965218,6.5,6.539682,5.979167,5.741627,7.348214,6.875,6.208054,6.558824,7.087838,4.905406,10.00699,5.8,7.121951,6.777778,6.349057,5.9,3,5.083333,5.322834,6.26087,4.642857,4,7.702703,5.117647,5.495049,4.689655,5.945946,4.578948,4.787879,5.922222,5.064516,7.745388,4.397727,4.837838,5.277778,7.102564,5,5.080645,5.057143,6.814815,6.044944,4,5.311111,4.7
259,5.325582,5.67347,11.30201,7.287958,5.568807,4.925926,3.6,4,5.618055,5.6875,3.794118,25.26637,17.88854,27.00535,5.663158,7,4,4,3,4,4.506173,5.082353,4.161765,5,4.8,5.035714,5.3,5,6.253589,4.308824,5.851351,4.210526,3.684211,5.340741,3.75,4.888889,5.346939,4.3,5.555555,4.189655,4.814815,4.628572,7.1,5.196429,4.552631,5.015385,5.557971,26.08278,5.472441,4.658228,4.25,4.885714,22.11399,5.72,8.899254,5.923077,4.643678,5.222798,6.358209,4.840909,6.111111,8.395652,3.333333,7.219626,4.189655,5.482759,6.59322,4.377778,7.215909,4.875,6.135458,5.775148,6.756098,5.555555,21.16137,6.548543,6.037037,6.846457,5.846154,8.012766,5.226666,5.5,5.75,3.769231,19.06585,5.632813,5.672727,5.669173,5.078125,5.909091,5.422414,6.008696,7.3,6.492064,5.541667,5.588517,7.165179,6.797619,6.228188,7.117647,6.959459,5,9.783216,6.2,6.756098,6.537037,6.867925,5.7,4.75,7.25,5.551181,6.304348,5.5,4.217391,7.234234,5.588235,5.287129,4.810345,5.135135,4.526316,4.878788,6.15,4.903226,7.752768,5.159091,5.351351,5.305555,7.144231,4,5.290323,5.2,6.777778,6.016854,4,5.266667,5
260,5,5.67347,11.29978,7.596859,5.146789,5.592593,3.725,4,5.236111,5.203125,4.176471,25.02709,17.89474,26.77184,5.663158,6.739583,4,3,3,4.018518,4.790123,5.164706,4.132353,4.909091,4.6,5.125,4.3,4.25,6.239234,4.75,5.108108,4.210526,3.552632,5.592593,4,4.625,5.290816,4.163636,5.592593,4.310345,4.037037,4.828571,6.5,4.910714,4.631579,4.561539,5.753623,25.92053,5.771654,4.329114,4.875,5.071429,21.90414,5.12,8.753732,5.923077,4.689655,5.316062,6.014925,5.295455,5.863248,8.413043,3.666667,7.219626,4.172414,5.931035,5.745763,5.2,6.284091,5.604167,6.498008,5.343195,6.842572,5.777778,21.14915,6.820388,5.37037,7.019685,6.884615,8.268085,5.253334,4,5.5625,4.923077,18.74634,5.484375,5.618182,5.466166,5.203125,5.836364,5.275862,5.826087,6.1,6.761905,5.697917,5.755981,7.03125,6.779762,6.275168,6.705883,6.831081,5,9.863636,5.6,6.878049,6.345679,7.028302,5.8,5.5,5,5.354331,6.536232,4.482143,4.652174,6.891892,4.882353,5.207921,4.655172,4.972973,5,5.030303,5.905556,4.975806,7.664207,4.761364,5.189189,5.166667,7.301282,5.058824,4.919355,6.342857,6,5.994382,6.166667,4.988889,4.7
261,5.790698,4.979592,11.56823,7.418848,5.321101,5.296296,3.95,4,5.604167,5.46875,4.235294,25.38939,17.85449,27.13904,5.336842,6.822917,5,4,3,3.740741,4.691358,5.094118,4.985294,4.409091,4.4,4.946429,5.7,4.25,6.066986,5.382353,4.716216,4.421052,4.578948,5.140741,4.25,4.597222,5.07653,3.945455,5.509259,4.043103,4.518518,5.2,6.7,4.910714,4.473684,4.653846,5.898551,26.59271,5.409449,4.202532,4.320313,5.3,22.13731,5.92,9.402985,6.461538,4.597701,5.321243,5.970149,5.522727,6.042735,8.208695,4,7.294393,3.913793,5.965517,5.559322,4.044445,6.363636,5.541667,6.015936,5.39645,6.878049,5.555555,21.03667,6.839806,5.777778,7.059055,5.846154,8.204255,4.92,5.5,5.3125,4.076923,19.16098,5.546875,5.563636,5.977444,5.507813,6.254546,5.387931,5.93913,7.6,6.650794,6.041667,5.84689,6.852679,7.202381,6.100671,8,6.837838,4.608108,9.926574,6.6,7.121951,7.061728,6.509434,6.8,6.5,5.916667,5.480315,6.333333,5.767857,4.217391,6.603604,4.794117,5.356436,4.810345,4.972973,4.578948,4.369697,6.472222,5.379032,7.546125,4.988636,5.702703,5.5,7.160256,4.470588,5.225806,5.942857,6,5.842697,4,5.211111,5.7
262,4.441861,5.387755,11.7472,7.460733,5.366972,5.111111,4.425,4,5.680555,5.15625,3.941176,25.41986,17.79257,26.87166,5.663158,6.807292,5,4,3,4.111111,4.580247,5.047059,4.558824,4,4.236363,5.142857,4.7,5.875,6.435407,4.558824,4.905406,4.368421,3.763158,5.296296,4,4.680555,5.346939,4.609091,5.453704,4.275862,4.851852,4.742857,6.7,4.982143,5.31579,4.746154,5.463768,26.42053,5.07874,4.56962,4.625,4.9,22.1658,5.6,9.294776,5.923077,4.62069,5.310881,5.985075,5.363636,5.700855,8.282609,4,7.341122,4.068965,6.068965,6.508474,4.4,6.693182,5.916667,6.119522,5.514793,6.78714,6.222222,21.10024,6.936893,6.074074,7.007874,6.634615,7.770213,4.72,5.5,6.375,4.384615,19.13171,5.632813,5.745454,5.827068,5.484375,5.563636,5.405172,6.4,6.55,6.301587,6.166667,5.488038,7.017857,6.559524,6.006711,7.294117,6.878378,5.189189,9.741259,5.4,7.121951,6.617284,6.669811,5.7,5,5,5.503937,6.304348,4.678571,4.086957,6.648649,4.823529,5.574257,4.672414,4.702703,4.157895,5.018182,6.272222,5.096774,7.693727,5.011364,4.972973,5.361111,7.137821,4.411765,4.887097,6.314286,6.444445,5.646068,4.666667,5.333333,4.7
263,5.418605,5.918367,11.28188,7.612566,5.229358,5.703704,4.475,4,5.583333,5.25,4.632353,25.63544,17.96285,26.79857,5.473684,6.817708,4,3.857143,3,3,4.506173,5.141177,4.073529,5.181818,4.545455,4.053571,4.55,4.875,6.014354,4.720588,4.783784,5.526316,3.789474,4.977778,4,4.569445,5.341837,4.7,5.009259,4.198276,4.37037,4.928571,6.7,4.410714,4.526316,5.130769,5.731884,26.06954,5.409449,4.240506,4.890625,5.071429,22.02591,4.92,8.824627,6,4.655172,5.207254,5.686567,4.75,5.735043,7.978261,4.333333,7.224299,4.086207,5.689655,6.338983,3.933333,6.045455,5.375,6.027888,5.343195,6.594235,6.222222,21.42543,6.665049,5.37037,6.909449,5.865385,8.004255,5.786667,4,5.3125,4.153846,19.27805,5.289063,5.309091,5.68421,5.328125,5.636364,5.25,6.243478,6.4,6.359788,6.09375,5.602871,7.15625,6.791667,6.181208,6.529412,6.837838,5.324324,9.793706,5.6,4.97561,6.839506,6.839622,5.6,6.5,4.583333,4.858268,6.115942,5.142857,4.652174,5.828829,5.264706,5.049505,4.12069,5.054054,4,4.872727,6.194445,5.153226,7.723247,4.806818,5.135135,5.361111,7.365385,4.470588,4.806452,5.885714,6.481482,6.050562,4,4.477778,4
264,5.558139,5.204082,11.55705,7.403141,5.651376,4.888889,4.475,4,5.729167,5.648438,4.147059,25.37472,17.85449,27.30303,5.757895,6.921875,5.5,3,3,3.62963,4.54321,5.141177,5.147059,4.954545,4.236363,5.089286,5,3.75,6.172249,4.558824,4.554054,5.105263,3.526316,5.296296,3.75,4.902778,5.530612,4.6,5.546296,4.465517,3.962963,4.228571,6.7,4.160714,4.236842,5.107692,5.550725,26.0596,4.779528,4.367089,4.742188,4.871428,22.0285,5.76,9.067164,5.923077,4.586207,5.072539,5.373134,5.295455,5.641026,8.334783,3.333333,7.383178,4.051724,6,6.627119,4.822222,6.056818,4.875,6.338645,5.426035,6.924612,5.333333,20.84841,6.674757,5.777778,6.870079,5.903846,8.242553,5.16,4.5,5.5625,3.615385,18.94146,5.710938,5.290909,5.744361,5.445313,5.6,5.396552,6.173913,5.4,7,5.677083,5.69378,7.308036,6.767857,6.395973,6.911765,6.804054,4.891892,9.716784,5.6,6.878049,6.888889,6.839622,5.9,6.75,6.083333,5.503937,6.275362,5.107143,4.26087,5.927928,5.088235,5.425743,4.793103,4.918919,3.578947,5.018182,6.211111,5.379032,7.819188,4.795455,4.972973,5.361111,7.262821,4.647059,5.241935,5.485714,6.333333,6.106741,6.166667,5.366667,4.7
265,5.255814,5.204082,11.42953,7.397906,5.541285,5.444445,4.1,4,5.583333,5.617188,4.176471,25.12302,18.06811,27.13904,5.421052,6.75,4,4,3,3.666667,4.641975,5.247059,4.955883,5,4.163636,4.678571,4.85,4.25,6.086124,5.25,4.554054,4.421052,3.894737,5.296296,3.5,4.611111,5.454082,4.436364,5.166667,4.474138,4.37037,4.657143,4.4,5.071429,4.342105,4.461538,5.275362,26.13245,5.519685,4.088608,4.851563,5.171429,22.28757,4.92,9.063433,5.923077,4.609195,5.253886,6.014925,4.75,5.410256,8.278261,3.333333,7.21028,4.155172,5.275862,6.338983,4.555555,6.102273,5,6.258964,5.443787,6.911308,6.111111,21.22983,6.495146,6.333333,6.744094,5.634615,8.07234,5.146667,3,5.5625,4.923077,19.00732,5.75,5.718182,5.601504,5.367188,6.109091,5.241379,6.217391,6.5,6.465609,5.927083,5.449761,7.111607,6.809524,5.95302,7.882353,6.493243,5.175676,9.72028,6.4,6.219512,6.62963,6.754717,6,5.75,6.666667,5.299212,5.565217,5.5,4.347826,5.882883,5.088235,5.217822,4,5.864865,4,4.727273,6.038889,5.217742,7.767528,4.965909,5.027027,5.444445,7.057693,5,4.870968,6.342857,5.962963,5.977528,4.666667,5.1,4.7
266,4.209302,4.938776,11.44966,7.293194,5.688073,5.592593,4.55,4,5.576389,5.3125,4.588235,25.24379,18.13622,27.06595,5.568421,7,4,4,3,4.37037,4.580247,5.282353,4.838235,3.909091,4.2,5.035714,5.65,4.375,6.373206,4.588235,4.621622,4.105263,4.31579,5.125926,4.25,4.305555,5.260204,3.872727,4.833333,4.224138,5.37037,4.971428,4.6,4.214286,4.026316,5.076923,5.862319,26.13576,5.11811,4.468354,4.78125,4.971428,21.70207,5.12,9.134328,6.461538,4.597701,5.466321,6.044776,5.181818,5.299145,8.169565,4,7.224299,4.310345,6,6.135593,4.466667,5.977273,5.083333,6.366534,5.556213,6.691796,5.444445,21.37164,6.689321,6.296296,6.850394,5.961538,8.153192,4.906667,5,5.25,4.846154,18.98293,5.984375,5.327273,5.68421,5.132813,6.018182,5.62069,6.043478,6.5,6.724868,6.34375,5.722488,7.299107,6.785714,6.241611,7.058824,6.878378,4.959459,9.758741,6.2,7.121951,6.654321,7.226415,5.3,6.5,5.75,5.448819,6.26087,5.071429,4.782609,5.657658,4.764706,5.514852,4.775862,5.054054,4.578948,4.830303,6.244444,5.387097,7.612546,5.011364,4.72973,4.944445,7.36859,5.470588,4.967742,5.628572,7.185185,6.050562,6.833333,4.911111,4.7
267,5.255814,4.428571,11.34452,7.34555,5.504587,5.666667,4.6,4,5.555555,5.367188,4.117647,25.15801,17.56966,26.73262,5.347368,6.864583,4,3,3.05,3.537037,4.938272,5.223529,5.073529,4.909091,4.436364,5.035714,4.8,4.75,6.325359,4.426471,5.513514,5.052631,3.447368,5.222222,4.25,4.638889,5.515306,4.363636,5.444445,4.258621,4.37037,5.028572,6.7,4.232143,4.447369,4.630769,5.884058,26.23179,5.15748,4.78481,4.492188,4.814286,22.00259,4.84,8.929105,6,4.666667,5.202073,5.910448,4.431818,5.367521,8.156522,3.666667,7.341122,4.137931,5.517241,6.40678,3.933333,5.931818,5.5,6.262948,5.627219,6.782705,5.333333,21.30562,6.864078,6.592593,7.114173,5.692307,8.017021,5.12,4,6.0625,4.153846,18.89268,5.5,5.218182,5.699248,5.25,6.254546,5.206897,6.208696,6.3,6.523809,6.15625,5.564593,7.102679,6.839286,5.966443,6.941176,6.925676,5.283784,9.961538,5.4,7.121951,6.654321,7.113207,6,5,5.916667,5.299212,5.347826,5.25,4.521739,5.972973,4.794117,5.168317,4.655172,4.756757,3.578947,4.612121,5.955555,5.072581,7.380074,4.670455,4.918919,5.277778,7.240385,5,5.193548,4.771429,6.814815,5.994382,4,5.344444,4
268,5.325582,4.489796,11.2528,7.727749,5.284404,4.925926,3.875,4,5.361111,5.039063,3.808824,25.60271,18.08669,26.81996,6.010526,6.869792,4,3.714286,3,4,4.493827,5.105882,4.926471,4.954545,4.163636,5.089286,5.6,5.125,6.454545,4.294117,5.22973,4.68421,3.578947,5.192593,4.25,4.652778,5.377551,4.309091,5.148148,4.224138,4.37037,4.685714,6.9,4.214286,4.236842,4.661539,5.876812,26.30464,5.283464,4.177215,4.773438,5.014286,22.29793,6.24,8.850746,6,3.896552,5.34715,5.880597,5.386364,5.376069,8.408695,3.666667,7.285047,4.465517,5.275862,5.728814,4,6.056818,4.979167,6.326693,5.497041,6.789357,5.888889,21.28117,6.76699,6.148148,6.866142,6.711538,7.825532,5.213333,4.5,5.875,4.076923,19.02683,5.632813,5.672727,5.781955,5.140625,6.2,5.008621,6.147826,6.5,6.476191,6.125,5.703349,7.133929,6.702381,6.194631,6.588235,6.736486,4.797297,9.877623,5.6,6.926829,6.660494,7.188679,5.1,5.75,5.5,5.866142,5.695652,5.660714,4.521739,5.396396,5.147059,5.653465,4.482759,5.162162,4,5.109091,6.172222,5.620968,7.660517,4.238636,5.594594,5.527778,7.259615,4.470588,4.758065,5,6.555555,6.174157,3.666667,5.455555,5.7
269,5.255814,5.040816,11.45638,7.465969,5.155963,5.444445,4.35,4,5.583333,5.234375,4.073529,25.29571,18.05882,26.98574,5.568421,6.796875,4.5,4,2.9,2.981482,5.074074,5.105882,4.985294,4.909091,4.163636,5.071429,5.9,6,6.124402,4.5,4.743243,4.421052,3.447368,5.2,4.5,4.638889,4.836735,4.490909,4.787037,4.431035,4.518518,4.814286,6.7,4.017857,4.763158,4.884615,5.942029,26.39073,5.047244,4.21519,4.804688,5.057143,21.89119,5.36,9.347015,5.923077,4.712644,5.072539,5.104477,4.704545,5.17094,8.313044,3.666667,7.214953,4.534483,4.965517,6.305085,4.355556,5.875,4.979167,6.438247,5.556213,6.694013,5.555555,21.0709,6.708738,6.481482,6.976378,6.096154,8.370213,5,4,5.3125,4.923077,18.79512,5.460938,5.554545,5.548872,5.351563,5.727273,5.422414,6.052174,6.4,6.507936,6.25,5.521531,7.441964,6.666667,6.268456,7.147059,6.831081,5.094594,9.77972,5.8,6.02439,6.691358,7.169811,4.9,5.5,6,5.425197,5.57971,5.303571,3.695652,5.513514,4.823529,5.435644,4.741379,5.081081,4.578948,5.121212,5.983333,4.870968,7.730628,4.875,4.891892,5.444445,7.086538,4,5.032258,5.8,6.296296,5.741573,5.666667,4.566667,4.7
270,4.465117,5.020408,11.08501,7.356021,5.137615,5,4.15,4,5.631945,5.09375,4.088235,25.74831,17.84211,26.67201,5.926316,6.604167,4,3,3,4,4.765432,5.094118,5.088235,4.909091,3.854545,5.089286,4.5,5.25,6.421052,4.573529,5.283784,4.421052,4.31579,5.103703,3.75,4.611111,5.25,4.318182,4.842593,4.456897,4.888889,4.871428,7.2,4.232143,4.263158,5.584615,5.427536,26.0298,5.228346,4.202532,4.46875,5.3,22.37047,5.92,8.992537,5.923077,4.632184,5.487047,5.059701,4.25,4.923077,8.3,4,7.116822,4,5.965517,5.389831,4,5.909091,5.333333,6.330678,5.384615,6.698448,7.888889,21.15892,6.490291,5.518518,6.755906,6.576923,8.225532,4.84,4.5,5.625,4.923077,19.09024,5.789063,5.518182,5.533834,5.265625,5.472727,5.094828,6.156522,6.5,6.349206,6.302083,5.30622,7.066964,7.101191,6.194631,6.882353,6.925676,5.310811,9.776224,5.6,7.268293,6.580247,7.018868,5.8,5.75,5.5,5.496063,5.42029,4.892857,4.26087,5.747748,4.794117,5.524753,4,5.918919,4.157895,4.648485,6.305555,4.862903,7.468635,4.636364,4.432433,5.666667,7.13141,4,4.854839,4.457143,6.666667,6.011236,4,4.944445,4
271,4.395349,4.795918,11.49664,7.633508,5.091743,5.666667,4.475,4.833333,5.833333,5.382813,4.220588,25.39503,17.94737,27.25669,5.547369,6.791667,3.5,3,2.9,3.296296,5.037037,5.2,4.838235,4.386364,4.490909,5.071429,4.8,5.875,6.253589,5.5,4.675676,4.421052,3.157895,5.140741,4.25,5.027778,5.392857,3.881818,4.898148,4.060345,4.814815,5.114286,6.7,4.571429,4.131579,4.546154,5.528986,26.3245,4.968504,4.113924,4.070313,5.114286,22.10363,5.6,8.843284,6,3.873563,5.098445,5.38806,4.636364,5.102564,8.291305,4.333333,7.453271,4.051724,4.896552,6.81356,4.288889,5.579545,4.520833,6.243028,5.39645,6.904656,5.888889,21.31785,6.893204,5.703704,6.712598,6.288462,7.970213,4.96,4,5.5625,4.538462,19.06342,5.390625,5.654545,5.789474,5.71875,5.945455,5.189655,6.2,7.3,6.719577,6.15625,5.808612,7.174107,6.875,6.033557,6.264706,6.878378,5.243243,9.853147,6,6.487805,6.444445,6.867925,5.9,5.5,4.833333,5.669291,5.478261,4.75,4.304348,5.936937,4.294117,5.207921,3.982759,4.702703,5,4.460606,6.322222,4.919355,7.660517,4.863636,5.486486,4.805555,7.419872,4,4.983871,4.914286,6.37037,5.910112,3.666667,4.444445,4.7
272,4.906977,4.469388,11.3736,7.424084,5.944954,4.555555,4.225,4,5.4375,5.359375,4.117647,25.44469,17.96285,26.69341,5.494737,6.942708,4,3,3,3.925926,4.641975,5.141177,4.941176,4.954545,3.909091,4.607143,4.5,5.875,6.138756,5.029412,5.635135,5.105263,3.526316,5.207407,4.5,4.708333,5.408163,4.336364,4.842593,4.206897,5.185185,4.942857,6.3,4.160714,4.5,4.938461,5.673913,26.24172,5.299212,5.253165,4.257813,5.185714,21.9715,5.56,8.757463,5.923077,4.574713,5.259068,5.179104,5.340909,5.111111,8.117392,3.666667,7.116822,4.206897,5.551724,5.762712,4.466667,5.886364,4.979167,6.10757,5.455621,6.576497,6.444445,21.29829,6.61165,5.148148,6.838583,5.923077,7.92766,5.4,4,5.375,4.923077,19.07317,6.023438,5.436364,5.781955,5.335938,6.163636,5.318965,6.313044,7.6,6.343915,6.03125,5.464115,7.075893,6.785714,6.14094,7.058824,6.837838,5.297297,9.548951,6.2,6.95122,6.530864,6.962264,5.2,5.5,5.166667,5.606299,5.347826,5.125,4.608696,4.918919,5.264706,5.455446,4,5.108108,5,4.69697,6.055555,5.024194,7.498155,5.181818,4.702703,6.222222,7.525641,4.529412,4.854839,4.6,6.185185,6.039326,4,5.077778,5.7
273,4.697674,3.959184,11.35123,7.39267,5.082569,5.296296,3.5,4,5.444445,5.390625,4.632353,25.25508,17.86378,27.11765,5.536842,6.765625,5.5,3,3.55,3.740741,4.790123,5.294117,3.823529,4,4.2,5.142857,4.7,5.25,6.349282,4.455883,4.797297,5.631579,3.5,5.266667,4,4.569445,5.142857,4.245454,4.787037,4.396552,5.148148,3.942857,6.7,3.982143,4.105263,4.715384,5.746377,26.14569,4.984252,4.64557,4.375,4.485714,21.89637,5.24,9.455224,5.923077,4.655172,5.207254,5.044776,4.818182,4.820513,8.326087,4.333333,7.247663,4.465517,5.965517,5.576271,4.466667,5.022727,5,6.370518,5.384615,6.81153,5.333333,21.42298,6.757282,5.407407,6.755906,6.096154,7.944681,4.72,4,5.25,4.692307,18.93902,5.6875,5.836364,5.56391,5.351563,5.927273,5.37069,6.034782,6.75,6.62963,6.125,5.937799,7.120536,7.071429,6.013423,6.441176,6.844594,4.986486,9.646853,5.6,6.585366,6.685185,6.45283,5,5.75,5.083333,5.448819,6.246377,5.196429,4.304348,5.513514,5.117647,5.267327,4.637931,4.72973,5.210526,4.636364,6.144444,5.185484,7.649446,5,4.864865,5.416667,7.544872,4,4.629032,4.8,6.222222,5.775281,4.5,4.811111,4.7
274,4.976744,4.510204,11.54139,7.376963,5.651376,5.037037,4.475,4,5.652778,5.039063,4.205883,25.08126,17.81424,27.082,5.357895,6.911458,4,3,3,4.111111,4.54321,5.270588,4.882353,4.954545,3.872727,4.089286,4.5,5,6.15311,4.5,5.378378,4.473684,3.631579,5.22963,3.25,4.625,5.071429,4.309091,4.851852,4.206897,4.481482,4.542857,5.3,4.071429,4.105263,4.915385,6,26.26821,5.228346,4.126582,5.195313,4.857143,21.86529,6.36,9.029851,5.923077,4.827586,5.165803,5.19403,4.522727,4.871795,8.07826,4.333333,7.168224,4.689655,5.689655,5.627119,4.466667,6.136364,5.3125,6.282868,5.378698,6.64745,6.888889,21.17848,6.84466,5.481482,6.956693,6.230769,8.063829,4.946667,4.5,5.875,3.923077,18.89512,5.367188,5.563636,5.639098,5.476563,5.454545,5.232759,6.043478,5.6,6.751323,5.791667,5.38756,7.183036,6.678571,5.758389,6.676471,6.966216,5.405406,9.56993,5.8,6.219512,6.759259,6.849057,4.9,6.5,5,5.338583,5.594203,5.125,4.652174,5.162162,5.088235,5.297029,3.793103,5.054054,5,4.70303,6.155556,5.201613,7.579336,4.886364,5.540541,4.944445,6.923077,4,4.919355,5.142857,6.407407,5.94382,4,5.044445,5.7
275,5.813953,4.204082,11.34004,7.549738,5.146789,5.333333,4.55,4,5.694445,5.265625,4.176471,25.05869,17.74303,27.01426,5.2,6.515625,4,4.571429,3,4,4.469136,5.235294,3.867647,4,4,3.964286,5.5,4.25,6.229665,4.573529,4.77027,4.421052,3.026316,5.007407,3.25,4.638889,4.770408,4.754546,4.407407,4.232759,4.296296,4.1,6.5,4.464286,4.289474,4.584615,5.884058,26.28477,5.007874,4.227848,4.210938,5.242857,21.9456,5.12,9.205224,5.923077,4.114943,4.834197,4.701492,4.772727,4.803419,8.217391,3.666667,7.238318,4.448276,5.965517,6.372881,4.355556,4.965909,4.5,6.338645,5.088758,6.789357,5.222222,20.92665,6.718447,6.37037,6.511811,6.153846,8.004255,5.093333,5.5,5,4.846154,18.97317,5.460938,5.427273,5.443609,5.210938,5.636364,5.448276,6.217391,7.3,6.539682,6.125,5.717703,7.15625,6.732143,6.395973,6.441176,6.932433,4.932433,9.664335,5.8,7.219512,6.567901,6.59434,5.2,4.5,6.5,5.27559,6.289855,5.910714,4.391304,5.279279,5.294117,5.594059,4.655172,4.594594,4.578948,4.684848,6.45,5.233871,7.704797,5.011364,4.972973,5.166667,7.375,4,4.532258,5.057143,6.740741,5.64045,4.666667,4.7,5.7
276,5.255814,4.755102,11.46085,7.492146,5.394495,4.555555,4.65,4,5.548611,5.59375,3.794118,25.24041,18.05573,27.13547,5.578948,6.729167,4,2.714286,2.9,4.407407,4.740741,4.494118,4.294117,4,4.490909,4.625,5.45,4,6.291866,4.676471,4.472973,4.421052,3.921053,5.362963,3.5,4.833333,5.07653,4.445455,4.064815,4.327586,4.481482,4.128572,6.7,4.232143,4.763158,4.684616,5.891304,26.22848,5.732284,3.556962,4.742188,5.685714,22.29793,5.16,8.947762,6,4.057471,5.088083,5.104477,5.045455,4.65812,8.604348,4.666667,7.17757,4.465517,5.793103,5.627119,3.977778,5.022727,4.708333,6.326693,5.414201,6.853659,5.888889,21.15403,6.699029,4.62963,6.84252,6.711538,8.051064,4.973333,4.5,5.6875,4.153846,18.88293,5.679688,5.218182,5.270677,5.390625,6.127273,5.586207,6.191304,6.8,6.656085,5.989583,5.354067,7.160714,6.845238,5.85906,7,6.77027,5.297297,9.559441,4.2,6.487805,6.82716,6.990566,4.9,5.5,6.333333,5.149606,5.478261,4.839286,4.608696,5.45045,4.794117,5.049505,4.551724,5.054054,4.789474,4.721212,6.322222,5.225806,7.726937,5.340909,4.810811,5.166667,7.192307,4,4.580645,5.685714,6.592593,5.983146,5.166667,4.8,5.2
