Frame,ROI0,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129,ROI130,ROI131,ROI132,ROI133,ROI134,ROI135
10,4.511628,4.857143,11.6085,7.848167,5.550459,5.037037,5.2,4,5.9375,5.65625,4.676471,26.3702,18.72136,28.03743,5.873684,6.817708,4,4,4,3.981482,4.82716,5.258823,5.147059,4.045455,4.272727,5.035714,5.6,5.25,6.588517,4.514706,6.040541,4.421052,4.210526,5.140741,4.25,4.680555,5.341837,4.618182,4.777778,4.982759,4.407407,5.028572,6.5,5.107143,5.052631,4.915385,5.65942,26.80464,5.417323,3.886076,4.234375,5.628572,22.64249,5.88,9.391791,6,4.655172,5.73057,5.552239,5.090909,5.213675,8.6,4.333333,7.186916,4.068965,5.965517,6.322034,4.288889,5.613636,4.8125,7.446215,5.485207,7.343681,7.222222,23.01467,7.524272,6.740741,8.173228,7.711538,8.697872,5.04,4.5,6.8125,4.923077,20.50488,5.960938,6.072727,6.511278,6.007813,6.181818,5.801724,6.713044,6.5,7.465609,6.84375,6.215311,7.549107,7.011905,6.691275,6.911765,7.952703,5.459459,10.17133,6.8,6.341464,7.277778,7.45283,7.1,5.75,8.666667,6.031496,6.898551,5.178571,6.086957,6.936937,5.088235,5.90099,4.62069,6.054054,5,5.69697,6.861111,5.33871,7.852398,4.238636,5.189189,5.055555,7.371795,4.764706,4.290323,4.914286,5.296296,6.213483,3.666667,5.155556,4.7
11,5.023256,6.530612,11.46532,7.874346,5.642202,7.296296,4.55,4,6.902778,7.265625,4.338235,26.59481,19.74613,27.83244,6.284211,7.395833,6,5,5,4.37037,4.876543,6.564706,5.102941,7,5.363636,5.767857,6,5.25,6.76555,4.897059,7.256757,4.368421,4.263158,5.414815,5,5.055555,5.806122,4.318182,6.888889,4.637931,4.925926,6.757143,6.7,6.464286,8.421053,5.938461,6.391304,27.54967,6.11811,4.607595,4.367188,4.871428,22.90933,7.24,9.5,5.230769,4.632184,6.010363,6.597015,5.272727,5.888889,9.265218,2.666667,7.817757,4.758621,6.206897,8.728813,6.511111,6.204545,4.979167,8.203187,5.502959,7.339246,6.444445,22.8044,7.364078,5.703704,9.118111,7.576923,8.438298,5.586667,5,6.6875,5.153846,20.46829,5.992188,6.472727,6.75188,6,6.272727,6.491379,7.182609,6.3,7.650794,7.145833,6.516747,7.410714,6.785714,7.120805,7.205883,8.966216,4.851351,10.13636,5.6,7.219512,7.703704,9.037736,9.9,7.25,8,6.425197,7.347826,5.410714,5.347826,8.819819,5.970588,5.851485,4.706897,5.972973,5,6.6,7.316667,5.387097,7.963099,4.306818,5.675676,5.027778,7.608974,7.176471,4.370968,4.6,6.111111,6.55618,4.666667,5.011111,4.7
12,4.465117,7.693878,11.87919,8.099477,5.348624,6.555555,5.275,5.5,6.694445,7.15625,5.176471,26.42776,19.46749,28.00713,6.147368,7.6875,7,6,5,4.518518,5.45679,7,4.676471,6.454545,5.8,5.642857,5.5,5.25,6.84689,5,7.743243,5.157895,4.052631,5.155556,5.25,5.430555,5.959184,4.654545,7.231482,4.689655,4.592593,6.657143,6.7,6.875,9.342105,5.846154,6.615942,27.23841,6.259842,4.708861,4.15625,5.3,23.03627,7.32,10.0709,5.384615,4.83908,6.569948,7.552239,4.886364,6.324786,9.33913,3.666667,7.579439,4.37931,6.103448,9.542373,6.533333,6.079545,5.458333,7.900398,5.31361,7.645233,6.444445,22.66504,7.490291,5.518518,9.519685,8.134615,8.612766,5.013333,4,6.75,4.384615,20.5122,6.210938,6.627273,6.338346,5.921875,6.636364,7,7.330435,6.4,7.804233,7.270833,6.808612,7.294643,7.047619,6.778523,7.205883,9.331081,5.689189,10.50699,6,7.219512,7.703704,9.066038,10.5,6.5,8.333333,6.149606,8.347826,4.482143,5.608696,8.423424,5.794117,6.059406,4.810345,6.135135,3.578947,6.133333,7.477778,5.322581,7.896679,4.75,5.540541,5.055555,7.567307,7.235294,4.806452,4.657143,6,6.58427,4.666667,5.233333,5
13,5.372093,8.22449,11.71588,7.952879,5.862385,6.666667,4.75,5,7,6.960938,4.323529,26.50113,19.31269,27.93761,5.68421,7.973958,9.5,5.857143,4.9,4.296296,4.765432,7.376471,3.897059,6.386364,6.236363,5.553571,5.45,5.75,6.535885,4.926471,7.486486,5.210526,4.31579,5.148148,5.75,5.833333,6.188776,4.354546,7.277778,4.405172,4.925926,7.057143,6.7,7.5,9.578947,6.023077,6.688406,27.33113,5.937008,5.050633,4.78125,5.285714,23.26166,7.32,9.764925,5.153846,4.770115,6.041451,7.417911,5.477273,6.837607,9.582608,3.666667,7.397196,4.810345,6.241379,9.610169,7.244444,6.215909,5.3125,8.187251,5.940828,7.567627,7.555555,22.60636,7.558252,5.148148,9.472441,8.057693,8.421277,5.36,5.5,7.4375,3.615385,20.15854,6.117188,7.381818,6.37594,6.414063,6.381818,6.87931,7.782609,6.6,7.756614,7.34375,6.789474,7.174107,7.023809,7.604027,7.470588,9.114865,4.905406,10.5979,6,7.097561,7.716049,9.915094,11.2,5.75,8.25,5.937008,7.826087,5.160714,6.130435,8.594595,5.823529,6.118812,4.637931,5.945946,4.578948,6.109091,7.527778,5.233871,7.771218,4.659091,5.135135,4.527778,7.282051,7.941176,4.758065,4.657143,5.851852,6.522472,4.666667,5.166667,5.7
14,4.162791,8.755102,11.69799,7.858639,5.779817,6.407407,4.225,6,6.8125,7.15625,4.367647,26.54176,19.88854,28.06061,6.147368,7.723958,8,6,4.75,4.777778,4.222222,7.094118,4.397059,6.840909,6.690909,5.285714,6.15,5.25,6.62201,4.720588,8.148648,5.157895,4.605263,5.222222,6.75,5.069445,6.214286,4.545455,7.935185,4.336207,4.925926,7,6.7,7.25,10.18421,5.9,6.702899,27.15563,6.291338,4.734177,4.132813,5.371428,23.64767,7.56,9.820895,6.923077,4.655172,6.290155,8.567164,4.75,7.059829,9.373913,3.666667,7.733645,4.37931,6.103448,9.440678,7.311111,6.295455,5.145833,8.286853,5.710059,7.995565,6.555555,22.77262,7.378641,5.148148,9.610236,8,8.493617,5.933333,4.5,7.5,4.076923,20.00488,5.90625,6.654545,6.443609,6.492188,6.527273,6.862069,7.4,5.5,8.164021,7.447917,6.808612,7.151786,6.976191,7.409396,7.058824,9.155405,4.702703,10.83916,6.4,6.487805,7.574074,9.735849,10.8,6.5,8.75,5.653543,7.913043,5.178571,6,8.288288,5.970588,5.940594,4.948276,5.864865,4.578948,6.121212,7.222222,5.322581,7.800738,4.579545,5.540541,4.944445,7.471154,8,4.935484,4.971428,6,6.623596,4,4.944445,4
15,5.395349,9.061225,11.8434,7.727749,5.46789,6.925926,4.45,6.333333,6.972222,7.390625,4.838235,26.62867,19.19195,28.13725,5.968421,8.036458,7.5,5.571429,4.95,4.407407,4.08642,7.611765,4,6.772727,5.836364,4.910714,5.4,5.25,6.406699,4.455883,7.540541,5.578948,4.421052,5.518518,5.75,5.055555,6.204082,4.327273,8.203704,4.439655,4.962963,6.585714,7.1,8.017858,9.736842,5.446154,6.637681,27.17219,6.31496,5.265823,4.59375,5.014286,23.50259,7.4,9.272388,6,4.655172,6.357513,9.089552,4.977273,7.068376,9.378261,3.666667,7.88785,4.172414,6.206897,9.271187,7.666667,6.852273,5.208333,8.175299,5.467455,7.853659,6.555555,22.12469,7.490291,5.296296,9.484252,8.903846,8.212766,5.56,3,7.5,5.307693,20.12927,5.625,6.672727,6.368421,6.09375,6.436364,6.362069,7.556522,6.9,7.78836,7.479167,6.909091,7.044643,7.065476,7.328859,6.205883,9.222973,4.810811,10.53147,6.6,6.487805,7.549383,9.820755,10.9,3,6.333333,5.519685,8.623188,5.125,5.565217,8.234234,4.823529,5.950495,4.775862,5.918919,5,6.09697,7.611111,5.064516,7.940959,4.920455,4.810811,5.444445,7.49359,9.411765,4.66129,5.485714,6,6.55618,4,4.755556,5.7
16,4.465117,9.081633,11.90828,8.136126,5.862385,7,5.35,6.666667,6.743055,7.359375,4.691176,26.43115,19.48916,28.23173,6.284211,7.651042,7,7,5.2,4.5,4.111111,6.929412,4.955883,6.931818,5.890909,4.910714,6.3,5.875,6.535885,4.411765,7.702703,4.894737,3.947368,5.177778,5.5,5.180555,6.316327,4.663636,8.342592,4.698276,4.925926,6.928571,6.4,7.535714,10.31579,5.607692,6.492754,27.19536,6.212598,5.202532,4.421875,4.728571,23.21503,7.64,9.809702,5.923077,4.689655,6.290155,9.656716,5.022727,7.478632,9.156522,3.333333,7.873832,4.465517,5.793103,8.983051,7.355556,7.102273,4.729167,7.928287,5.443787,7.649667,7.111111,22.10269,7.490291,4.666667,9.448819,8.038462,8.2,5.573333,4.5,7.875,4.076923,19.91951,6,6.763637,6.082707,6.773438,5.563636,6.275862,7.356522,6.6,7.925926,7.46875,6.674641,7.495536,6.982143,7.590604,7.205883,8.628378,4.891892,10.90909,5.4,6.219512,7.864198,10.0283,11.9,6.75,6.333333,5.787402,8.536232,5.517857,4.434783,8.306306,6,6.128713,4.87931,5.945946,4.157895,5.830303,7.516667,5.395161,7.712177,4.261364,5.540541,5.333333,7.266026,9.941176,4.822581,5.428571,5.666667,6.837079,4.333333,4.933333,6.1
17,5.209302,8.816326,11.87248,8.094241,6.155963,7.666667,4.6,5,6.972222,7.242188,5.161765,26.76975,19.37461,28.09091,6.094737,7.9375,6.5,6,5,4.518518,4.530864,7.376471,3.985294,7.795455,6.290909,5.25,5.2,5.25,6.220096,4.941176,7.756757,5,3.131579,5.37037,6.5,5.555555,6.479592,4.363636,9.12037,4.741379,4.703704,6.357143,6.7,7.571429,10.55263,5.676923,6.405797,27.06623,6.141732,4.721519,4.320313,4.985714,23.63731,7.6,9.563433,5.153846,4.758621,6.279793,10.01493,4.863636,7.40171,9.291305,4,7.761682,4.913793,6.137931,9.593221,8.133333,7.795455,4.354167,8.063745,5.307693,7.791574,7.888889,21.97066,7.461165,5.592593,9.574803,7.596154,8.32766,5.12,4.5,7.0625,4.076923,20.20732,5.867188,7.036364,5.992481,6.195313,6.218182,6.353448,8.286957,6.6,7.560846,7.739583,6.827751,7.754464,7.029762,7.731544,7.294117,9.02027,4.824324,10.55594,6.4,7.121951,7.87037,10.24528,10.9,6.5,7.166667,6.31496,9.231884,5,5.608696,8.414414,5.264706,6.118812,4.189655,6,5,5.921212,7.522222,5.169355,7.907749,5.306818,5.648649,5.305555,7.544872,9.294118,5.370968,4.885714,6.407407,6.752809,4,4.677778,4.7
18,5.046512,9.142858,12.02237,7.942409,5.889908,7.074074,4.45,5.5,6.423611,7.539063,4.088235,26.35327,19.28483,28.1426,5.957895,8.072917,6.5,6.714286,5,4.574074,4.814815,6.941176,5.147059,7.5,6.127273,5.071429,5.05,4,6.421052,5.088235,7.932433,4.631579,4.710526,5.377778,6,5.305555,6.535714,4.518182,8.851851,4.568965,4.592593,6.7,5.6,8.303572,10.3421,5.176923,6.181159,26.95033,6.031496,4.531646,4.804688,4.928571,23.60622,6.96,9.470149,6,4.666667,6.316062,10.49254,4.840909,7.752137,9.182609,3.333333,7.607477,5.051724,6.482759,8.644068,7.733333,8.25,4.75,7.920319,5.171597,7.487805,6.555555,22.03423,7.043689,4.925926,9.405512,8.576923,8.523404,5.733333,5,6.75,5.230769,20.2,5.9375,6.818182,6.195489,5.820313,5.690909,6.465517,7.643478,5.15,7.708995,7.84375,6.69378,7.321429,6.994048,7.369128,6.941176,9.182432,4.959459,10.72727,6.6,6.292683,7.524692,9.68868,12.1,6.5,7.166667,5.858268,9.202899,5.178571,5.73913,8.693694,5.264706,6.039604,4.672414,6.081081,4.421052,5.460606,7.383333,5.225806,7.797048,4.261364,5.27027,5.416667,7.298077,9.764706,5.016129,4.742857,5.925926,6.52809,4,5.122222,4
19,5.302326,8.734694,11.66443,7.86911,5.853211,6.407407,5.325,7.166667,6.6875,7.429688,4.661765,26.47404,19.20743,28.02674,5.957895,7.3125,7,6,4.05,4.518518,4.604939,7.2,4.470588,7.613636,6.490909,4.982143,4.75,4,6.210526,5.029412,8.067568,4.894737,4.710526,5.22963,6.25,5.013889,6.301021,4.672727,9.25,4.637931,5.037037,6.385714,6.7,7.928571,10.78947,5.438461,6.65942,27.08278,6.055118,4.898734,4.210938,4.942857,23.57772,6.88,9.626865,5.923077,4.816092,6.041451,10.64179,4.977273,8.307693,9.273913,4,7.719626,4.568965,6.206897,8.830508,7.4,8.295455,4.791667,7.912351,5.597633,7.558758,6.222222,22.0709,7.330097,4.555555,8.696851,8.019231,8.302128,5.506667,4,8.25,4.384615,20.37561,6.078125,6.890909,6.120301,5.828125,6.490909,6.525862,7.878261,6.6,7.433862,7.697917,6.655502,7.205357,7.154762,7.798658,7.352941,8.912162,4.797297,10.63287,6.4,6.487805,7.561728,9.094339,12.2,5.75,6.5,5.748032,9.130435,4.982143,5.478261,7.918919,4.705883,6.237624,4.793103,5.027027,4.578948,5.327273,7.194445,5.298387,7.778598,4.443182,5.243243,5.083333,7.201923,9.647058,4.741935,4.714286,6.222222,6.66854,4,4.888889,4
20,4.674418,9.285714,11.83669,8.089005,6.183486,6.814815,5.675,6.5,6.020833,7.492188,4.75,26.3307,18.89783,28.13191,5.831579,7.84375,8,6,4,4.037037,4.851852,7.188235,5.117647,8.181818,7.036364,5,5.6,6.75,6.181818,4.838235,8.040541,4.894737,4.131579,5.096296,6,5.125,6.668367,4.627273,9.222222,4.551724,4.703704,6.7,6.7,8.625,10.02632,5.176923,6.471014,27.39073,5.779528,4.556962,4.3125,4.342857,23.52332,6.88,9.492537,5.923077,4.528736,6.098445,10.32836,5.340909,9,9.234782,4,7.61215,4.396552,6.103448,9.474576,7.577778,8.181818,5,7.840638,5.467455,7.767184,7.222222,21.95599,7.286408,4.481482,8.740157,8.019231,8.353191,5.413333,5,7.125,4.076923,20.20732,6.09375,6.836364,6.075188,5.65625,5.745454,6.241379,7.6,5.5,7.349206,7.59375,6.679426,7.174107,7.035714,7.872483,7.823529,9.141891,5.162162,10.74825,6.8,7.268293,7.45679,9.660378,11.6,5.75,6.25,5.614173,9.405797,4.839286,4.913043,8.054054,5.088235,5.712871,4.793103,6.108108,5,5.490909,7.483333,5.322581,7.671587,4.659091,5.027027,5.444445,7.439103,9.764706,4.967742,5.171429,6.296296,6.38764,4,5.555555,5.5
21,5.511628,9.530612,12.07383,7.942409,5.844037,6.296296,4.675,5.833333,6.0625,7.375,4.529412,26.31941,19.20124,27.87344,5.905263,7.875,9,7,3.8,4.240741,4.950617,7.223529,4.514706,7.363636,6.709091,4.660714,5.3,5.25,6.397129,4.558824,8.013514,4.421052,4.31579,4.97037,7.5,5.138889,6.72449,4.554545,9.37963,4.793103,4.703704,6.414286,5.3,9.321428,10.63158,5.5,6.521739,27.09271,6.007874,4.56962,4.203125,4.285714,23.23575,7,9.425373,5.692307,4.482759,6.067358,10.83582,4.954545,9.444445,9.443479,3.666667,7.714953,4.948276,6.413793,9.542373,7.488889,8.159091,5.3125,7.685259,5.573965,7.611973,7.555555,21.79707,7.174757,4.555555,8.720472,7.653846,8.259575,5.453333,4.5,6.375,4.461538,19.79024,5.953125,7.2,6.082707,6.453125,6.309091,6.232759,8.008696,6.1,7.359788,7.583333,7.105263,7.276786,7.011905,7.966443,7.441176,9.006757,5.013514,10.66084,7.6,6.097561,7.376543,9.509434,11.8,5,5.916667,5.779528,9.347826,5.285714,6.434783,7.855856,4.735294,6.059406,5.086207,6.054054,5,5.460606,7.361111,5.225806,8.07011,4.431818,5.405406,5.555555,7.525641,9.235294,4.935484,5.371428,5.777778,6.606741,4.333333,5.466667,4
22,5.023256,9.734694,12.16107,7.858639,6.12844,5.814815,5.35,5.833333,5.944445,7.210938,5.264706,26.54853,19.17957,28.24955,6.347368,7.604167,6.5,7,3.95,4,4.283951,8.117647,4.867647,8.204545,6.981818,4.857143,5.15,4.875,6.200957,4.764706,8.108109,4.68421,4.842105,5.2,5.75,4.902778,6.658163,4.3,10.07407,4.189655,4.777778,6.557143,6.3,9,10.73684,5.092308,6.724638,27.17219,6.141732,4.708861,4.335938,4.485714,23.32383,7.2,9.809702,7.461538,4.689655,6.025907,11.07463,5.363636,9.675214,9.173913,4.666667,7.485981,4.586207,5.724138,9.830508,7.555555,8.102273,4.104167,7.49004,5.573965,7.618625,7.111111,22.03667,7.024272,4.666667,8.692913,7.788462,8.161702,5.36,5.5,7.0625,5.230769,19.9878,6.195313,6.763637,6.240602,6.148438,6.018182,5.948276,7.617391,7,7.492064,7.729167,6.803828,7.620536,6.958333,7.912752,7.794117,8.77027,5.391892,10.81818,6.6,6.097561,7.475308,9.433962,10.5,5,6.75,5.511811,9.347826,4.875,4.956522,7.963964,4.970588,5.683168,4.948276,5.648649,5,5.412121,7.027778,5.41129,7.896679,4.431818,5.756757,5.25,7.471154,9.235294,5.419355,4.542857,5.851852,6.578652,4,4.933333,5
23,4.976744,9.040816,12.04922,7.921466,5.779817,5.518518,5.05,5.5,6.375,7.171875,4.691176,26.36343,19.40248,28.12656,5.6,8.109375,7,7.571429,4,4.148148,4.518518,7.035294,3.926471,8.318182,6.818182,4.714286,5.4,6,6.086124,5.132353,8.405405,4.526316,3.710526,5.244444,6.5,5.041667,6.163265,4.336364,10.35185,4.603448,4.703704,6.757143,6.6,9.160714,11.10526,5.076923,6.543478,27.18543,5.795276,4.696203,4.226563,4.528572,23.36529,7.08,9.485075,5.230769,4.563219,5.927461,11,5.181818,9.57265,9.165217,3.333333,7.420561,4.758621,7.034483,9.661017,7.6,8.465909,5.020833,7.438247,5.710059,7.505543,5.666667,21.72372,7.281553,5.555555,8.409449,8.653846,8.276596,5.346667,5.5,7.3125,4.692307,20.03658,6.054688,6.645454,6.398496,5.804688,6.218182,6.137931,7.365217,5.8,7.449736,7.677083,6.631579,7.330357,6.922619,7.71141,7.264706,8.635135,4.594594,10.87413,4.8,5.804878,7.302469,9.424528,10.4,5.5,6.25,5.464567,9.188406,4.732143,4.956522,7.567567,4.294117,6.297029,4.275862,5.864865,5,5.90303,7.127778,4.91129,7.645756,4.386364,5.621622,5.027778,7.272436,10.23529,4.725806,4.4,6.666667,6.764045,3,4.611111,4.7
24,4.790698,9.142858,12.16555,7.884817,6.247706,6.666667,5.25,5.166667,5.819445,7.140625,4.75,26.65689,19.24458,27.93761,6.221053,7.661458,8,6.285714,4,4,4.592593,7.070588,5.014706,7.681818,7.927273,4.5,5.6,4.125,6.196172,4.441176,8.135135,4.157895,4.710526,4.874074,6.5,4.777778,6.352041,4.654545,10.53704,4.836207,4.703704,6.971428,6.7,9.553572,10.92105,5.569231,6.442029,27.49338,5.88189,4.835443,4.15625,4.2,23.34974,7.24,9.645522,5.923077,4.678161,5.76684,10.71642,5.090909,9.965812,9.104348,4,7.5,4.275862,6.103448,9.508474,7.244444,8.75,5.3125,7.211155,5.804734,7.56541,6.444445,22.20782,7.160194,5.111111,8.503937,8,8.468085,5.16,4,7.625,4.461538,20.4122,5.960938,6.745454,6.473684,5.945313,6.036364,6.318965,7.452174,7.3,7.15873,7.614583,6.392344,7.450893,7.077381,7.838926,7.294117,8.716216,5.054054,10.6014,7.2,5.97561,7.401235,9.292453,9.9,6.5,6.25,5.748032,8.623188,5.214286,5.608696,7.945946,5.823529,5.663366,4.827586,4.972973,4.578948,5.430303,7.405556,5.233871,7.97417,4.193182,5.648649,5.583333,7.535256,8.647058,4.274194,4.828571,6.222222,6.33146,4,5.277778,4
25,4.697674,9.816326,12.02013,7.926702,6.211009,5.37037,5,6.166667,6.013889,7.125,4.720588,26.27201,19.25077,27.78075,5.778947,7.692708,7.5,6,4,3.981482,4.82716,7.270588,5,7.613636,7.854546,4.946429,4.5,5.875,6.004785,5.176471,8.040541,4.421052,4.605263,5.02963,5.75,4.777778,6.321429,4.527273,10.68519,4.387931,5.185185,5.971428,6.7,8.75,10.3421,5.361538,6.442029,26.93709,5.818898,4.405063,4.328125,5.014286,23.29016,5.6,9.597015,6,4.62069,6.041451,10.86567,5.5,9.683761,9.243478,4.333333,7.897196,4.396552,6.172414,9.440678,7.133333,8.920455,4.666667,6.992032,5.573965,7.321508,6.555555,22.33985,7.135922,4.962963,8.248032,7.865385,8.361702,5.213333,4.5,6.25,4.307693,19.88049,5.960938,6.345455,6.150376,5.640625,5.945455,6.12069,7.695652,5.8,7.460318,7.020833,6.416268,7.25,6.809524,7.536913,7.823529,8.587838,5.324324,10.68532,6,7.097561,7.345679,9.509434,10.4,5.5,6.166667,5.543307,8.449275,5.160714,5.478261,8.36036,5,5.613862,4.948276,5.918919,5,5,7.216667,5.33871,7.749077,4.727273,5.297297,5.138889,7.349359,9.176471,4.596774,4.742857,6.037037,6.808989,4,5.077778,4
26,4.372093,9.448979,11.9821,8.099477,6.311927,6.148148,4.575,6.5,6.034722,7.148438,4.25,26.39278,19.06811,27.84314,5.663158,7.411458,7,7,4.1,4,4.62963,7.341177,3.955882,7.772727,7.072727,4.678571,5.45,6.75,6.210526,4.235294,7.959459,4,4.578948,5.02963,6.5,4.652778,6.081633,4.663636,10.34259,4.612069,4.925926,5.871428,6.3,8.25,11.1579,5.184616,6.34058,26.88411,5.377953,5.025316,4.304688,5.157143,23.11917,6.6,9.61194,6,4.988506,5.792746,11.20895,5.477273,10.20513,9.065217,4,7.630841,4.775862,6.275862,8.915255,8.088889,9.465909,4.791667,6.85259,5.497041,7.365854,5.555555,22.20049,7.126214,5.148148,8.18504,7.769231,8.191489,5.173333,4.5,5.5,4.615385,20.00976,5.875,6.509091,5.834587,5.976563,6.109091,6.060345,7.06087,6.8,7.031746,6.958333,6.148325,7.580357,6.970238,7.986577,7.676471,8.540541,5.418919,10.51748,6.6,7.219512,7.388889,9.405661,9.7,5.5,6.25,5.629921,8.637681,4.964286,4.347826,7.864865,5.088235,6.079208,4.586207,5.918919,4.578948,5.587879,7.016667,5.491935,7.874539,4.5,5.297297,5.972222,7.416667,9.941176,4.822581,4.628572,5.333333,7.05618,4,4.655556,4
27,4.534883,9.510204,11.89038,7.759162,5.844037,5.148148,4.475,5.166667,6.152778,7.03125,4.441176,26.09706,18.50155,27.90731,5.726316,7.572917,7,6.428571,3,4,3.91358,6.847059,4.073529,7.590909,7.072727,4.464286,5.15,4.25,6.181818,4.647059,7.297297,4.421052,4.763158,5.081481,5.75,4.583333,6.051021,4.590909,10.14815,4.612069,5.222222,5.742857,7.3,8.678572,9.973684,4.5,6.202899,27.46026,6.141732,4.886076,4.820313,3.928571,23.10363,6,9.544776,5.923077,4.701149,5.968912,11.55224,4.863636,9.589744,8.830435,4.333333,7.911215,4.568965,6.103448,8.372881,7.644444,8.693182,5.25,6.820717,5.60355,7.235033,5.888889,21.70905,7.38835,4.666667,7.937008,7.596154,8.306383,5.12,4,7.4375,3.538461,19.92927,6.046875,6.009091,6.082707,5.523438,6.018182,6,6.765217,6.9,7.338624,6.90625,6.311005,7.504464,7.029762,7.302013,7.323529,8.486486,5.013514,10.73427,5.8,6.926829,7.444445,9.169811,9.3,6.5,7.083333,5.267716,8.391304,5.607143,4.608696,7.756757,5.294117,6.247525,4.775862,5.864865,4.578948,5.533333,7.105556,5.379032,7.926199,4.897727,5.540541,5.694445,7.217949,9.647058,4.725806,4.542857,5.962963,6.33146,4,5.277778,4.5
28,5.232558,9.204082,12.00224,8.057591,5.798165,5.259259,4.65,4.833333,6.368055,6.539063,4.308824,26.24605,18.85759,27.91622,5.4,7.401042,6,6.857143,3.45,4.462963,4.530864,6.552941,4.352941,7.454545,7.127273,4.589286,5.45,5,6.411483,4.544117,7.202703,4.105263,4.31579,5.074074,5,4.055555,5.948979,4.690909,9.722222,4.75,4.814815,5.957143,7.3,8.357142,9.421053,5.038462,6.275362,26.98013,5.629921,4.316456,4.398438,4.185714,22.88083,6.6,9.261194,5.923077,4.678161,5.994819,11.26866,5.454545,9.188034,9.230434,3.666667,7.658878,4.5,5.689655,8.152542,7.377778,8.943182,4.541667,6.996016,5.585799,6.86918,6.555555,22.07824,6.825243,6.148148,7.716536,6.980769,8.4,5.293334,5.5,6.75,4.769231,19.79024,6.203125,6.127273,5.962406,5.609375,5.963636,5.810345,7.017391,7.3,6.730159,7.260417,6.157895,7.165179,7.148809,7.52349,7.382353,8.310811,4.581081,10.6993,6.4,6.487805,7.530864,9.084906,9.5,5.25,7.666667,5.283464,8.681159,5.267857,5.782609,7.315315,4.823529,6.287129,4.948276,5.918919,4.157895,5.078788,6.961111,5.387097,7.900369,4.681818,4.378378,5.555555,7.455128,8.235294,5.16129,5.142857,6.148148,6.5,4.666667,5.022222,4
29,5.418605,9.285714,11.74049,7.617801,5.788991,5.222222,4.55,5.666667,6.354167,6.3125,4.779412,26.23928,18.54489,27.71479,5.726316,7.536458,6,6,3.1,4.444445,5.012346,6.482353,5.205883,7.136364,6.981818,4,5.3,6.75,6.473684,4.426471,6.986486,4.421052,4.31579,4.962963,5,4.930555,6.204082,4.4,9.675926,4.732759,4.555555,4.957143,6.5,7.107143,7.973684,5.053846,5.898551,26.64901,5.76378,4.265823,4.375,4.414286,22.96114,6.32,9.380597,5.461538,4.597701,5.590673,10.92537,5.159091,9.393163,9.091305,4.666667,7.574766,3.844828,6,8.118644,6.2,8.875,4.6875,6.87251,5.579882,7.073171,5.777778,22.18337,6.956311,5.222222,7.515748,6.576923,8.382978,5.133333,4,5.625,4.692307,19.63415,5.921875,6.336364,5.887218,5.71875,6.163636,5.551724,6.547826,7.6,7.100529,7.322917,5.947369,7.370536,6.976191,7.315436,6.852941,8.027027,4.337838,10.57343,7.6,7.219512,7.12963,9.198113,10.3,6.5,6.666667,5.826772,7.913043,5.321429,4.826087,7.18018,5.823529,6.366337,4.672414,6.081081,4.157895,5.139394,6.811111,5.33871,7.889299,4.920455,4.918919,5.611111,7.496795,8.058824,5.129032,5.142857,5.259259,6.089888,5.166667,5.133333,4.5
