Frame,ROI0,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129
238,11,11,16.75,17.33333,16.28696,16.74638,12.34783,14.06667,16,15.09091,14.57143,14.77885,14.66667,16.77108,20.42225,17,11.6,12.75,16.64151,15.91429,13,14.72,14.90909,14.11111,14.5,14.73404,42.76689,12.8,16.94193,14,12.87037,15.045,11.85714,12.66667,15.09025,13.24,13.9887,15.625,11,15.27778,17.38925,11.54545,13.9375,14.79245,27.54731,14.5,15.1745,15.83117,12.7,15.42857,17.20513,17,23.54492,15.00671,14.33333,13.3,14.52,15.35484,16.3,19.31553,15.18797,15.73333,15.60465,16.98286,16.61364,15.91282,23.72679,13.84615,18.46032,15.56667,14.42553,16.31183,14.46154,14.40909,17,14.15217,17.13191,14.42308,16.65934,17.29897,15.70408,16.23729,10.33333,17.18182,17.24473,15.68208,17.315,17.31429,15.5,17.62712,16.63514,15.57143,18.75612,18.10909,18.05187,19.40625,17.18675,18.64354,16.55556,16.04,16.55556,16.96053,16.61017,15.4,15,18.28182,25.72647,16.93469,16.24,16.14151,16.17293,15.57522,18.63806,16.92079,13.20588,17.16327,17.07692,14.96,12.66667,11.72727,15.75,13.89362,16.92169,16.92308,18.33333,14.25,14.52459,12.5,17.03333,15.34314
239,16.33333,11.66667,14.625,18,15.0087,16.86232,12.65217,13.46667,11,13.68182,14,14.96154,12.33333,17.27309,20.49826,15.5,12.1,10.5,17.16038,14.17143,11,13.94,15.54545,12.22222,13,14.62766,42.48335,13.28,15.74194,9,11.83333,15.19,12.42857,13,15.13718,12.32,14.53107,16.875,14.66667,13.05556,17.63441,12.45455,12.46875,15.11321,26.87212,12,15.85235,15.73593,11.5,13.85714,15.48718,17.54545,23.66797,15.91946,13,13,14.24,15.83871,17.2,19.40582,14.45865,15.43333,14.4186,16.82857,16.45455,15.2,23.14688,15.38461,18.49887,13.6,14.40425,15.64516,14.15385,13.5,14,14.84783,17.67234,14.23077,16.81319,18.37113,15.27551,16.04237,14.33333,16.27273,17.24684,15.48555,17.765,17.15714,15.5,18.15254,17.13514,14.42857,18.74441,18.25455,17.78216,19.90625,17.77711,19.07895,16.15278,15.88,16.44444,16.48684,15.59322,12,18.5,18.90909,26.05263,15.95918,16.24,15.26415,16.57143,15.51327,19.09328,16.23762,13.08823,16.0102,16,15.12,14.58333,11.90909,15.91667,14.51064,16.55723,17.36437,17.16667,16.35,15.54098,13.16667,16.80952,15.27451
240,12.66667,12,14.875,15.5,15.33913,17.4058,11.3913,12.4,16,15.18182,13.71429,15.27885,14.66667,17.38153,20.42871,14.5,10.85,12,17.16038,15,14,13.44,15.81818,13.77778,14,13.98936,42.02283,13.72,15.47097,12,14.05556,15.15,11.42857,13.83333,15.54152,12,13.96045,16.75,16.66667,13.5,17.45376,12.27273,12.5,15.09434,26.82864,10,15.7651,16.06494,14.5,15.28571,16.64103,17.18182,23.18164,14.68456,13.74074,14.8,14.4,17.51613,15.4,19.18155,14.78195,16.36667,15.65116,16.80286,15.20455,15.90256,23.43303,12.61539,18.44444,14.4,14.65957,16.49462,14.61539,14.45455,14,14.41304,17.9234,14.62821,16.84066,16.61856,14.79592,16.07627,12.33333,16.18182,17.22785,15.63006,17.63,17.48571,15.20833,18.11864,16.64865,14.42857,18.77742,19.34546,18.06017,20.09375,17.3253,19.11723,15.44444,15.16,19.33333,17.40789,15.81356,11.6,13,18.54545,25.93301,15.74286,16.56,15.70755,16.06767,15.21239,19.62313,16.32673,12.44118,17.10204,16.84615,15.84,13.08333,14,15.33333,14.31915,17.19277,17.08097,17.16667,13.4,15.0082,13.33333,16.79048,15.08823
241,15,10.66667,15.25,17.33333,16.30435,16.95652,12.08696,13.53333,9,15.04545,14.57143,15.16346,13.33333,17.4257,20.40785,14,13.65,16,16.96855,14.51429,9,14.5,16.09091,13.33333,21.5,14.7234,42.17602,13.52,15.72258,13,13.83333,15.315,12.42857,14,15.53791,13.38,14.58757,16.125,15.33333,12.27778,18.28387,14.36364,13.34375,15.15094,27.17647,14.5,15.96644,15.99134,14,13.92857,16.21795,17.18182,23.91797,15.87919,14.62963,15.6,14.08,16.77419,14.3,19.49709,14.78195,17.3,15.74419,16.51714,16.84091,15.88718,23.27397,13.38461,19.04989,15.4,15.61702,17.29032,13.76923,15.86364,14,13.93478,17.74468,14.87179,16.0055,16.95876,15.65306,15.85593,10.66667,15,17.28903,15.63584,17.115,17.47143,15.125,18.38983,16.06757,14.85714,18.86369,18.4,18.49792,18.875,17.14458,19.11723,14.875,15.88,14.33333,16.93421,16.86441,10.4,16,18.57273,25.77592,16.6449,18,15.31132,16.42105,15.32743,18.98881,15.54455,13.5,16.44898,17,16.48,11.66667,13,15,14.34043,17.27108,17.02024,15,14.2,16.27869,10.66667,16.77143,15.27451
242,13,17.33333,13.625,14.83333,15.06956,16.82609,13,14.4,15,14.04545,13.57143,15.39423,11,17.18072,20.16642,17,12.6,13.75,16.46227,14.34286,17,14.4,14.81818,14.11111,21,13.53191,41.38345,12.4,15.69032,11,12.77778,15.55,13.14286,11.33333,15.6065,12.84,14.62712,16.875,12.66667,13.77778,17.3828,15.09091,12.5,15.24528,27.55754,12,15.16107,15.1039,13.3,15.14286,15.64103,16.81818,23.625,14.99329,12.85185,15,12.44,17.6129,15.8,19.08932,15.16541,15.23333,14.88372,16.60286,16.88636,16.09231,23.4003,15.46154,18.5737,15.05,15.10638,18.58064,14.30769,14.68182,10,13.56522,17.46383,14.85897,16.08791,17.24742,15.05102,15.55085,12,18.18182,17.52743,15.57225,17.575,17.58571,14.33333,17.44068,17.10811,17.85714,18.69116,19.21818,18.36514,18.375,17.01205,18.43541,15.06944,15.96,19.33333,16.43421,15.94915,13.2,13,17.59091,25.94179,16.28163,15.2,16.10377,16.45865,16.27434,18.98507,15.40594,15.17647,16.29592,15.19231,16.04,13.08333,12.63636,15.25,13.82979,17.18373,16.97976,16.5,15.15,15.16393,11.66667,16.74762,15.37255
243,13.66667,11.33333,13.375,14.16667,15.03478,16.77536,12.26087,12.4,12,14.22727,12.42857,14.65385,12.33333,17.15663,20.12618,17,13.5,10.5,16.3522,14.4,19,14.66,15.09091,13.55556,12.5,14.37234,41.29496,12.44,15.79355,12,11.92593,15.55,12.57143,11.66667,15.44043,11.02,14.31073,13.875,15.66667,12.83333,17.7957,13.81818,12.71875,14.64151,26.59335,13,15.7651,15.2381,14.1,15.42857,16.64103,18.63636,23.66797,15.31544,13.48148,14.8,15.4,15.83871,15.5,19.11845,15.41353,17,15.55814,16.95143,17.06818,16.26667,23.18265,14.84615,18.4059,15.21667,15.14894,17.90322,15.15385,14.18182,12,14.76087,18.09787,14.92308,16.43407,16.46392,15.94898,15.6017,12.66667,16.81818,17.11392,15.49133,16.73,16.5,17.5,18.52542,17.59459,15.71429,18.47923,18.83636,18.79046,18.71875,17.31325,18.70096,15.56944,16.24,16.77778,16.65789,16.70339,13.6,16,18.42727,25.74641,15.01633,15.52,15.5283,16.34587,15.34513,18.95522,16.21782,13.14706,17.20408,16,15.52,13,14.36364,15.41667,14.38298,17.4006,16.66397,16,12.9,14.86066,12.5,16.94762,15.89216
244,14.66667,16.33333,14.125,16.66667,15.2,16.65217,12.21739,12.8,15,13.31818,13.71429,15.74039,10.33333,17.06827,19.98112,13.5,13,14,16.55346,14.74286,12,14.2,13,11.66667,13.5,14.37234,41.56042,13,15.17419,16,13.05556,15.315,10.57143,10.33333,15.62816,12.5,14.90395,16.25,10,11.72222,17.84516,13.81818,11.59375,15.79245,26.83632,13,16.02685,15.44156,11.6,15.85714,16.51282,17.27273,23.32031,15.10067,12.81481,14.4,12.76,15.93548,16.3,18.82816,14.80451,17.36667,14.84884,16.5,17.18182,16.16923,23.09893,13.30769,18.22676,15.25,14.25532,18.55914,15.38461,14.86364,13,14.08696,16.90638,14.94872,15.98352,17.2268,15.02041,15.50847,14,15.27273,17.80591,15.80925,17.225,17.7,14.91667,17.66102,17.98649,14,18.90948,18.4,18.76764,18.875,17.81928,18.82775,16.22222,16.44,13.11111,16.51316,16.40678,13.8,14,18.82727,25.87161,15.01633,16.56,14.93396,16.18797,15.0531,19.60448,16.35644,13.08823,16.92857,16.80769,16.4,12.66667,12.45455,15.58333,14.34043,17.06325,16.87854,15.16667,16.35,15.36066,14.5,16.92857,15.40196
245,13.33333,12.33333,16.5,17.66667,15.06956,16.72464,14.17391,13.06667,14,15.04545,10.71429,14.84615,15.33333,16.95984,20.22206,15,12.2,10.75,16.01572,15.34286,15,14.42,15.09091,14.22222,11,14.51064,41.53758,12.08,16.07097,13,12.37037,15.96,14.28571,13.16667,15.43321,12.02,14.81356,15.625,14,13.16667,17.36774,14.09091,11.84375,15.22641,27.01023,15,16.5302,15.61472,12,15.78571,16.51282,20.45455,23.44727,15.62416,12.88889,14.6,12.76,17.41936,14.6,19.33301,14.82707,16.46667,14.05814,15.8,15.63636,15.56923,23.37519,13.84615,18.2585,14.86667,13.68085,17.82796,14.46154,14.90909,14,14.58696,18.2,15.66667,15.95604,16.50516,15.89796,16.18644,11.66667,16.18182,17.22785,15.20231,17.21,17.84286,14.91667,18,17.71622,13.85714,18.8509,18.69091,18.90871,18.5,16.83735,18.75598,14.86111,15.6,16.77778,17.69737,17.70339,12.2,12,18.98182,25.86523,14.65714,15.12,15.98113,16.14286,15.22124,19.04851,16.48515,12.85294,16.84694,16.34615,16.28,13.16667,11.27273,15.75,14.7234,17.19578,16.94332,16.83333,14.45,15.45902,12.83333,16.42381,14.86275
246,16.66667,12.33333,14.375,15.66667,14.82609,16.97101,13,12.6,13,15.72727,11.42857,15.09615,13,17.1004,20.46597,16.5,12.05,15,16.60692,13.8,11,14.76,17.18182,10.66667,13.5,13.94681,40.9705,12.92,15.82581,15,13.59259,16.06,11.28571,12.5,16.03971,11.84,14.46893,20.625,10.33333,12.05556,18.43011,13.72727,12.6875,15.15094,26.79028,13.5,16.22819,16.25974,12.1,14.07143,16.58974,19.09091,23.79492,16.83893,14.66667,18.4,14,17.58064,16.2,19.3233,15.4812,17.86667,16.02326,17.16571,15.31818,16.11795,23.50685,15.46154,19.13379,16.83333,14.46809,18.47312,15.84615,15.54545,17,15.76087,18.62979,15.46154,17.12088,17.31959,16.16327,16.01695,14,18.36364,17.9557,15.75144,17.465,17.3,17.58333,19.38983,17.62162,14.28571,18.49414,20.34546,19.71784,18.65625,17.37952,19.41866,16.59722,16.84,15.22222,18.21053,17.09322,13,11,19.14545,26.16507,15.22449,19.24,15.74528,16.5188,15.69027,19.23507,17.14852,14.47059,16.9898,16.11539,15.4,14.08333,14,15.5,14.29787,17.19277,17.79757,16.83333,14.4,15.4918,12.5,17.23333,16.2451
247,16.33333,12.66667,12.875,17.5,14.63478,16.97101,13.82609,13,14,14.81818,10.85714,14.58654,12,17.04016,20.13313,17.5,11.8,10.25,16.59434,14.42857,13,14.1,14.36364,12.33333,12.5,14.60638,41.00381,14.76,15.69677,13,13.18519,18.085,13.14286,10.33333,18.68592,13.18,16.51412,18.875,13.66667,12.16667,18.47742,15.27273,12.5,16.73585,27.41432,11.5,17.77852,16.07792,11.6,18,18.48718,21.45455,25.13672,17.26846,13.66667,17.5,12.08,20,19.7,19.39417,17.34587,19.03333,15.27907,16.81429,17.61364,16.83077,24.57382,14.46154,20.20862,17.1,16.76596,19.45161,17.69231,16.81818,15,17.1087,19.74468,17.07692,18.18132,16.76289,17.61225,16.79661,11,18.18182,19.14557,17.3815,18.88,19.61429,15.125,20.89831,20.25676,17,18.73802,24.92727,23.98548,22.25,20.87952,22.24641,16.88889,17.28,21.22222,19.31579,19.72034,14.6,15.5,22.56364,27.30462,17.24898,17.84,17.29245,18.06767,17.47788,21.48881,18.43564,14.61765,18.2449,18.5,18.84,13.58333,11.63636,16.83333,15.93617,17.21084,18.47773,17.66667,15.25,17.08197,11.33333,17.62381,17.55882
248,14.33333,11.66667,13.25,18.16667,15.09565,16.73913,14.17391,14.13333,13,13.09091,11.71429,15.30769,15,16.74297,20.5693,13,12.95,12.5,16.7044,14.2,12,14.8,15.09091,14.11111,13,14.69149,41.10276,12,16.24516,12,13.7963,19.035,12.71429,12.5,19.79061,12.1,17.37853,16.75,12.66667,12.11111,19.38925,14.90909,14.28125,17.86792,28.26343,14,17.91275,15.73593,12.6,19.28572,19.60256,23.72727,26.01563,18.39597,14.03704,18.9,14.48,20.03226,19.4,19.94175,18.37594,18.06667,16.04651,17.46,17.95455,17.65641,24.63851,18,20.44898,17.78333,18.51064,19.74194,18.38461,16.86364,13,15.6087,20.12766,17.89744,18.57143,17.61856,18.10204,17,13,19,20.16034,18.21387,18.655,19.4,18.41667,22.28814,19.59459,19.14286,19.00213,25.74545,25.11203,21.8125,21.55422,22.71292,17.54167,19.64,20,18.5,19.69492,13.2,19,23.68182,27.626,18.38367,18.56,18.46227,18.48872,17.58407,22.3209,18.52475,15,19.0102,18.30769,18.24,14.25,11.54545,16.41667,16.08511,17.48795,18.17409,23.33333,17.2,17.45082,13.5,17.76191,18.10784
249,11.33333,14.33333,14.125,17.16667,15.76522,17.5942,14.34783,14.33333,11,14.36364,12.14286,15.65385,15.66667,16.93173,20.29558,11.5,14.4,13.25,16.36478,13.71429,14,14.18,14.63636,12.22222,14.5,14.90425,40.80685,11.92,15.89032,10,11.7963,18.09,12.14286,10.83333,19.22022,11.88,17.08475,21.375,11.66667,12.5,18.74624,12.90909,11.59375,17.50943,27.66241,19.5,18.63087,16,14.8,19.92857,19.75641,24.81818,25.49219,18.15436,15.03704,17.5,12.24,19.22581,18.9,19.78641,18.76692,17.4,17.26744,16.76571,18.20455,17.37949,24.49391,15.46154,20.1678,18.16667,17.61702,19.60215,18.23077,15.40909,11,14.97826,20.82553,17.35897,18.94506,16.87629,18.34694,17.01695,11.66667,17.90909,20.29114,17.65896,18.7,20.3,18.875,22.05085,20.98649,15.85714,19.19063,27.94545,26.10788,22.375,21.46386,23.38517,17.83333,19.2,20.55556,19.89474,19.83898,14.2,14,23.09091,27.57656,18.40816,17.8,17.62264,17.95489,17.46018,22.20522,18.61386,15.79412,19.39796,18.23077,17.8,12.66667,10.72727,15.83333,15.85106,17.28012,18.92308,19.33333,15.6,17.82787,10.5,18.00476,18.36275
250,13.33333,12.33333,13.125,15.83333,14.96522,16.30435,13.47826,11.06667,11,15,11.42857,15.11539,12,16.39759,20.13711,11,14,11,16.90252,14.74286,9,14,13.36364,12.22222,15,14.45745,40.39106,13.88,16.2,17,11.75926,18.55,12.42857,12.16667,18.56318,12.82,16.82486,17,14,13,19.35269,14.45455,12.46875,17.18868,27.27877,12,19.12081,15.77056,11.9,20.85714,19.52564,22.45455,25.82422,19.66443,16.18518,21.9,13.8,20.58064,18.9,19.79223,18.16541,17.2,16.82558,17.14,18.34091,17.2359,25.01218,15.23077,20.21996,18.01667,16.68085,19.02151,15.92308,17,11,17.3913,21.31915,18.20513,18.54396,16.71134,18.7449,16.78814,12.66667,18.45455,20.60338,17.68208,18.515,19.78572,18.25,22.9322,20.74324,21.28572,18.91054,27.23636,25.96473,20.3125,21.18072,23.88277,17.84722,19.6,19.55556,19.15789,20.05085,15.4,13.5,23.19091,27.45933,18.46531,18.68,18.00943,17.75188,17.88496,22.29851,18.05941,14.32353,19.63265,19,16.92,13.83333,13,16.66667,17.3617,17.46988,18.34008,20.83333,17.55,18.54918,10.5,17.72857,19.65686
251,9.666667,11,16.625,15.16667,15.36522,16.93478,13.21739,12.66667,12,14.5,11.85714,14.58654,13.33333,16.64257,20.3234,12.5,12.4,13.5,16.27673,13.54286,17,14.18,15.09091,12.33333,14.5,14.96809,40.40818,13.92,16.30968,15,11.74074,18.86,12.42857,11.83333,18.62816,13.22,17.54802,17.5,12.66667,14.5,18.89247,12.27273,14.09375,18.71698,26.7954,14.5,19.42953,15.57576,13.8,20.71428,18.05128,22.27273,25.60547,20.04027,13.2963,17.7,13.36,19.6129,17.5,20.22039,18.49624,18.4,15.96512,17.22857,19.18182,17.30769,25.29528,15.84615,20.81633,17.65,16.70213,17.49462,16.84615,16.45455,10,15.32609,20.17021,19.61539,18.30769,15.70103,17.91837,16.33898,12.33333,18.54545,20.53798,18.14451,18.15,18.9,16.625,21.9322,20.2973,17.28572,18.44515,26.56364,26.00208,22.25,20.41566,23.7488,17.30556,18.6,18.33333,19.97368,19.77119,12.4,14,23.32727,27.22727,17.03674,19.76,17.62264,17.84962,18.26549,22.29478,17.23762,14.91177,18.13265,19.73077,17.08,13.75,13.18182,15.91667,16.68085,17.3012,18.72065,19.66667,17.05,17.81967,11.5,17.95714,18.17647
252,16.33333,13,16.75,20.5,15.08696,17.07971,14.56522,13,12,15.68182,11.14286,15.08654,15.33333,17.14859,20.5385,11.5,12.15,13,17.33648,14.91429,10,13.32,16.27273,12.44444,12,15.10638,40.60419,11.88,16.32258,14,12.2037,19.155,10.85714,12.16667,18.00361,11.72,17.14689,16.875,13,11.72222,18.49892,14.36364,13.59375,16.39623,26.94885,11.5,19,15.96104,14,19.57143,17.71795,20.18182,25.78516,19.73825,14.7037,17.6,13.72,20.09678,16.5,19.88252,17.96241,17.63333,16.89535,17.14286,18.84091,17.54359,24.94597,14.76923,20.67347,18.1,17.68085,17.51613,18.46154,17.40909,11,17.08696,20.38298,19.80769,18.23077,17.16495,18.12245,16.60169,8,18,20.5443,17.87861,18.605,19.31429,18.75,21.0678,19.5,18.28572,19.03514,25.98182,25.81743,20.75,20.83133,23.82775,17.375,19,20.22222,20.38158,19.72034,14.4,15.5,23.62727,27.80702,16.40408,19,16.58491,17.88722,18.22124,22.41418,17.23762,15.41177,19.02041,17.42308,17.32,15.08333,11.72727,16.66667,17.10638,17.66265,18.51822,19,15.7,18.07377,11.66667,17.88571,19.51961
253,12.66667,15.66667,16.625,15.16667,15.51304,16.08696,13.3913,13,13,14.09091,13.14286,15.15385,11.33333,16.69076,20.63189,13,12.9,11.5,16.51258,14.71429,11,14.14,14.54545,13.55556,15,15.37234,40.50714,12.52,16.54839,14,12.33333,17.51,10.85714,14.66667,17.44404,12.76,17.40678,18.875,13.33333,13.44444,18.51828,13.09091,14.5,16.86792,26.95908,10,19.32886,15.83983,13.9,22.71428,18.24359,21.63636,25.21094,19.54362,13.59259,18.9,14.08,20.22581,17.1,19.95243,18.49624,19.5,17.65116,17.42286,19.59091,17.22564,25.23211,14.30769,20.32199,17.13333,16.68085,18.36559,19.15385,16.95455,9,15.30435,20.51489,19.66667,18.64286,17.05155,16.78572,17.37288,13,18.54545,20.34599,17.80347,18.305,19.98571,18.45833,22.25424,21.08108,18,18.85942,24.58182,25.28631,21.28125,20.53614,23.76077,18.30556,19.56,18.11111,21.07895,19.68644,11.4,14,22.74545,27.35486,16.22449,16.84,17.29245,17.41353,17.11504,22.19776,17.15842,15.88235,18.05102,19,17.08,13.25,13.09091,16.08333,16.02128,17.22289,17.92308,17.66667,15.15,18.59836,12.66667,17.64762,19.15686
254,14.33333,14.33333,13.75,16.33333,15.02609,17.02174,12.47826,13.4,9,15.13636,11.85714,15.32692,12.66667,16.52209,20.26726,11.5,13.9,13.25,16.48742,13.42857,13,16.66,14.63636,12.22222,14.5,14.85106,41.0628,14.84,15.41935,12,13.7963,18.74,12.28571,12.5,17.91336,12.26,17.63277,19.75,13,12.72222,18.71398,13.63636,12.75,16.24528,26.81841,12,18.69799,16.06061,12.4,19.35714,18.80769,20.63636,25.11133,20.22148,13.74074,17.8,12.36,18.83871,19.5,20.04563,18.54887,16.93333,18.40698,16.68571,18.88636,17.22564,24.86301,13.69231,20.36961,17.5,15.23404,17.36559,19,16.59091,14,16.86957,20.17447,19.17949,17.88461,17.13402,17.21428,16.66949,9,18.72727,20.27215,18.50867,18,19.95714,18.83333,21.25424,19.24324,19.28572,19.00852,24.6,25.38589,20.46875,20.21084,23.76555,18.20833,18.52,18.77778,19.88158,19.94068,13.4,14.5,22.09091,27.71212,16.31837,17.16,17.0566,17.02256,17.92035,21.77612,17.59406,15.55882,17.96939,18.65385,17.76,14.66667,14.09091,17.66667,17.78723,17.24096,17.94332,16.83333,15.15,18.27869,14,17.43333,19.35294
255,17.33333,11,14.75,14.5,16.26957,16.25362,14.21739,13.06667,12,15,14.14286,14.71154,12,16.98394,20.59513,13,12.55,12.5,16.68239,14.42857,14,14.82,14.81818,12.66667,14,13.24468,41.36251,13.36,15.05161,11,11.64815,17.62,14,15.5,17.42238,13.66,16.32768,17.875,11.33333,13.38889,18.52043,11.63636,12.96875,16.69811,26.83887,12,18.75839,15.671,14.2,18.92857,18.48718,22,25.19727,20.80537,13.62963,14.6,14.4,18.77419,17.9,19.85146,18.02256,15.53333,16.90698,16.94857,18.15909,17.00513,24.54947,15.30769,20.04989,17.41667,18.29787,17.19355,19.38461,16.54545,19,14.91304,20.08511,19.46154,17.83517,16.26804,16.72449,15.95763,11.66667,15.90909,19.77004,18.73989,18.24,19.64286,19.5,21.44068,20.62162,20.28572,19.28967,23.07273,24.21369,19.625,20.20482,23.20813,17.15278,18.72,20.88889,20.30263,19.88983,14.6,12.5,21.73636,27.45215,15.81225,18.32,17.58491,17.50376,16.99115,21.19776,16.55445,15.91177,18.44898,18.69231,16.16,14,12.09091,19.83333,17.6383,16.83434,18.12955,17.83333,14.8,17.69672,11.5,17.31905,18.76471
256,13.66667,13,15.5,14.66667,14.98261,16.5,12.34783,12.86667,14,14,13.71429,15.02885,12,16.70683,20.46249,10,11,13.25,16.05975,15.05714,11,14.12,15,14.77778,14,14.61702,42.66889,13.84,15.33548,11,13.2037,17.21,13.57143,15.33333,17.31408,11.36,16.36723,17.5,13.33333,12.33333,18.38495,13.36364,14,16.39623,27.22762,10.5,19.05369,15.70563,14.4,18.92857,18.34615,21.90909,24.94141,19.8255,14.62963,17.2,13.36,17.6129,15.7,19.68447,17.49624,16.26667,17.39535,17.16571,18.45455,17.09231,24.00761,14.84615,19.87302,16.98333,17.82979,17.58064,15.53846,15.04545,14,15.71739,20.21702,18.80769,17.82417,16.84536,17.26531,16.69492,16,19,19.60126,17.55491,17.57,18.9,19.33333,20.30508,20.89189,20.57143,18.91267,23,23.3527,20.46875,18.87349,22.73445,16.83333,16.92,15.33333,18.73684,18.83051,14.6,15.5,21.50909,26.84848,15.46939,17.64,17.09434,17.07519,17.46018,20.94776,16.44555,15,17.45918,16.57692,16,13,13.45455,17.08333,16.57447,17.5753,17.05263,17.33333,15.65,17.92623,14.16667,17.56667,17.12745
257,11.33333,10.33333,12.75,17,15.27826,17.43478,14.56522,13.26667,13,15.81818,10.85714,14.66346,10.66667,17.49799,20.22951,12.5,12.6,14.75,16.72642,14.05714,13,14.8,15.09091,13,17.5,15.32979,42.75452,14.4,15.72258,9,12.5,17.495,12.14286,12.5,17.03971,13.78,16.23729,17.5,14.66667,13.88889,17.92903,12.72727,12.40625,15.56604,26.8312,12,18.69799,15.80519,15.2,20.92857,17.25641,18.90909,24.51367,19.86577,12.62963,15.8,14.24,19.25806,16.9,19.71165,17.24812,16.66667,17.56977,17.24571,17.88636,16.86154,23.92009,15.15385,20.21996,16.83333,15.95745,17.70968,16.92308,15.31818,15,15.71739,20.04255,19.14103,17.39011,17.24742,16,16.86441,14,20.36364,18.76582,18.03468,17.54,18.45714,16.66667,21.81356,18.90541,16.14286,18.95208,21.4,22.44398,19.5,19.59036,21.88995,16.58333,16.56,17.22222,17.69737,19.37288,14.2,13,21.09091,26.59729,15.13878,17.96,16.98113,17.09774,17.99115,19.97761,16.24752,15.73529,17.52041,17.57692,16.08,13.66667,13.09091,14.41667,18.38298,16.95181,17.2753,15.16667,14,18.37705,13,17.96667,17.90196
258,14,15.33333,14.5,16.66667,15.02609,16.9058,12.34783,12.86667,12,13.86364,13.14286,15.21154,12.66667,16.89558,20.40884,14,11.9,12.75,16.41509,14.62857,16,13.96,15.81818,14.55556,14.5,14.09575,43.34063,13.48,15.68387,11,13.11111,17.455,16.42857,13.83333,16.93502,11.4,16.57627,17.875,12.33333,13.61111,18.25806,14.18182,12.9375,16,27.18159,11,18.59731,16.34632,13.2,18.35714,16.89744,21.45455,24.02539,17.93289,14.25926,17.2,12.24,17.16129,17,19.71942,16.29323,16.53333,17.40698,16.58,16.25,17.44615,24.10578,15,19.96145,15.58333,16.08511,16.91398,18.76923,14.72727,15,15.02174,19.95745,19.16667,17.38461,17.97938,16.5102,16.11864,16.66667,18.63636,18.91139,17.50867,16.675,19.17143,17.04167,20.37288,20.56757,18,18.80511,21.70909,21.53527,18.53125,18.79518,21.189,16.80556,17.28,17.44444,18.17105,17.12712,12.4,10.5,20.05455,25.88676,15.04082,15.48,16.78302,16.48872,17.87611,19.86194,15.79208,15.08823,17.18367,18.61539,16.32,12.41667,13.36364,16.75,15.82979,17.28614,17.57895,14.5,16.05,17.13935,14.5,17.62381,17.53922
259,11,14,14.875,18.5,16.03478,17.58696,12.43478,12.6,13,13.27273,10.71429,16.00961,9.333333,17.48594,20.68554,14,12.95,11.5,16.98428,15.74286,11,15.08,15.63636,13.33333,14.5,14.30851,43.22264,12.64,15.92258,12,12.74074,16.68,12.71429,12,16.39711,12.34,16.02825,20.25,15.33333,12.16667,18.10753,12.90909,13.21875,15.33962,26.84143,14,18.40269,16.70996,14,18.21428,16.85897,18.81818,23.80273,18.02685,13.22222,15.6,14.36,17.32258,18.5,19.8534,16.56391,15.56667,16.47674,16.90286,17.81818,16.80513,23.92694,13.38461,19.53288,16,15.29787,16.49462,15.84615,14.36364,13,14.91304,19.78723,17.47436,17.67583,16.42268,16.65306,16.95763,14.66667,17.63636,18.32067,17.41619,17.44,17.81429,15.875,20.91525,18.74324,19.57143,18.79233,20.29091,20.92531,20.96875,18.1988,21.1555,17.69444,17.68,20.11111,17.89474,18.54237,14.4,14,20.05455,26.11962,15.73878,17.04,17.98113,17.45113,17.18584,19.71642,15.31683,15.35294,17.27551,17.30769,17.08,13.83333,13.09091,18.16667,16.82979,17.37349,17.36032,16.33333,15.3,17.19672,13.16667,17.88095,17.09804
