SampleID,Drug,Conc,Percent,Name
ind5b,Epi,10,0.19435725262000303,Epirubicin
ind5b,Epi,10,0.21690493703981525,Epirubicin
ind5b,Epi,10,0.46217655069951713,Epirubicin
ind5b,Epi,10,0.40748239372510187,Epirubicin
ind5b,Epi,50,0,Epirubicin
ind5b,Epi,50,0.006128595708616063,Epirubicin
ind5b,Epi,50,0.00790566063527796,Epirubicin
ind5b,Epi,50,0,Epirubicin
ind5b,Mito,0.01,0.8086864323138441,Mitoxantrone
ind5b,Mito,0.01,1.0307369537140956,Mitoxantrone
ind5b,Tras,0.01,1.1964796318333326,Trastuzumab
ind5b,Mito,0.01,1.332173412817028,Mitoxantrone
ind5b,Mito,0.05,0.7823142063454696,Mitoxantrone
ind5b,Mito,0.05,0.934783047358969,Mitoxantrone
ind5b,Mito,0.05,1.1814451850705912,Mitoxantrone
ind5b,Mito,0.05,1.471181720958076,Mitoxantrone
ind5b,Mito,0.1,0.6512645313544989,Mitoxantrone
ind5b,Mito,0.1,1.0044472654003604,Mitoxantrone
ind5b,Mito,0.1,1.1891876924911928,Mitoxantrone
ind5b,Mito,0.1,0.9041537629232677,Mitoxantrone
ind5b,Mito,0.5,0.5268193306987794,Mitoxantrone
ind5b,Mito,0.5,0.9066504001447642,Mitoxantrone
ind5b,Mito,0.5,1.0955093892465837,Mitoxantrone
ind5b,Mito,0.5,1.18467950476613,Mitoxantrone
ind5b,Mito,1,0.08497374356909856,Mitoxantrone
ind5b,Mito,1,0.5579447164483071,Mitoxantrone
ind5b,Mito,1,0.5545701582490188,Mitoxantrone
ind5b,Mito,1,0.4748950630805573,Mitoxantrone
ind5b,Mito,5,0.003094802915668388,Mitoxantrone
ind5b,Mito,5,0,Mitoxantrone
ind5b,Mito,5,0.04282479046363794,Mitoxantrone
ind5b,Mito,5,0.006211451498976948,Mitoxantrone
ind5b,Mito,10,3.4229365882784614e-4,Mitoxantrone
ind5b,Mito,10,0,Mitoxantrone
ind5b,Mito,10,0,Mitoxantrone
ind5b,Mito,10,0,Mitoxantrone
ind5b,Mito,50,0,Mitoxantrone
ind5b,Mito,50,0,Mitoxantrone
ind5b,Mito,50,0.04959833776080709,Mitoxantrone
ind5b,Mito,50,0,Mitoxantrone
ind5b,Tras,0.01,0.8270496472300083,Trastuzumab
ind5b,Tras,0.01,0.8555870758159393,Trastuzumab
ind5b,Mito,0.01,0.8293281296704661,Mitoxantrone
ind5b,Tras,0.01,1.08951503290828,Trastuzumab
ind5b,Tras,0.05,0.9801443436266168,Trastuzumab
ind5b,Tras,0.05,1.0660240931440141,Trastuzumab
ind5b,Tras,0.05,1.0663200446617747,Trastuzumab
ind5b,Tras,0.05,1.1657597546292873,Trastuzumab
ind5b,Tras,0.1,0.5625748133128292,Trastuzumab
ind5b,Tras,0.1,0.6498587865440402,Trastuzumab
ind5b,Tras,0.1,0.4514528159624453,Trastuzumab
ind5b,Tras,0.1,0.872511725189669,Trastuzumab
ind5b,Tras,0.5,0.841961789239579,Trastuzumab
ind5b,Tras,0.5,1.2282488777851068,Trastuzumab
ind5b,Tras,0.5,1.213503937237688,Trastuzumab
ind5b,Tras,1,0.7507799965662391,Trastuzumab
ind5b,Tras,1,0.8594526111384102,Trastuzumab
ind5b,Tras,1,1.1681358822101582,Trastuzumab
ind5b,Tras,1,1.2621262084766536,Trastuzumab
ind5b,Tras,5,0.8431917976799901,Trastuzumab
ind5b,Tras,5,1.1352829378053844,Trastuzumab
ind5b,Tras,5,1.4287139455460325,Trastuzumab
ind5b,Tras,10,0.758835910246233,Trastuzumab
ind5b,Tras,10,1.2718976906102295,Trastuzumab
ind5b,Tras,10,1.372488329242803,Trastuzumab
ind5b,Veh,0.01,1.0268342065636085,Vehicle
ind5b,Veh,0.01,1,Vehicle
ind5b,Veh,0.01,0.953347508050826,Vehicle
ind5b,Veh,0.01,1.1982054130877386,Vehicle
ind5b,Veh,0.05,0.9247745051219791,Vehicle
ind5b,Veh,0.05,1,Vehicle
ind5b,Veh,0.05,1.1518365809528295,Vehicle
ind5b,Veh,0.05,0.8120304291969626,Vehicle
ind5b,Veh,0.1,0.9863003778471657,Vehicle
ind5b,Veh,0.1,1.1748490954245137,Vehicle
ind5b,Veh,0.1,1,Vehicle
ind5b,Veh,0.1,1.0499678382626698,Vehicle
ind5b,Veh,0.5,0.7461021638754793,Vehicle
ind5b,Veh,0.5,1.6830654999912442,Vehicle
ind5b,Veh,0.5,1,Vehicle
ind5b,Veh,1,1,Vehicle
ind5b,Veh,1,0.9307090716412786,Vehicle
ind5b,Veh,1,1.4227907004280362,Vehicle
ind5b,Veh,1,1.4119210708598022,Vehicle
ind5b,Veh,5,1,Vehicle
ind5b,Veh,5,1.109883708229263,Vehicle
ind5b,Veh,5,0.9826691036722568,Vehicle
ind5b,Veh,5,1.0924654292309597,Vehicle
ind5b,Veh,10,1,Vehicle
ind5b,Veh,10,0.9772775273288714,Vehicle
ind5b,Veh,10,0.9528508692074081,Vehicle
ind5b,Veh,10,1.6327043383900548,Vehicle
ind5b,Veh,50,0.6067765409203373,Vehicle
ind5b,Veh,50,1.0706178262395027,Vehicle
ind5b,Veh,50,1,Vehicle
ind5b,Veh,50,1.0702350737937603,Vehicle
ind6a,Daun,0.01,0.7393281782286396,Daunorubicin
ind6a,Daun,0.01,0.7956553215870379,Daunorubicin
ind6a,Daun,0.01,0.9814922562392016,Daunorubicin
ind6a,Daun,0.01,1.0240529604839461,Daunorubicin
ind6a,Daun,0.05,0.6950661306719371,Daunorubicin
ind6a,Daun,0.05,0.7912200760644639,Daunorubicin
ind6a,Daun,0.05,1.0912205921056028,Daunorubicin
ind6a,Daun,0.05,1.1910152077323604,Daunorubicin
ind6a,Daun,0.1,0.5705384728367162,Daunorubicin
ind6a,Daun,0.1,0.7152100474387948,Daunorubicin
ind6a,Daun,0.1,0.8765689460135694,Daunorubicin
ind6a,Daun,0.1,0.8942792575738445,Daunorubicin
ind6a,Daun,0.5,0.42877808032675296,Daunorubicin
ind6a,Daun,0.5,0.8648714048672567,Daunorubicin
ind6a,Daun,0.5,0.9088585985364194,Daunorubicin
ind6a,Daun,1,0.4536623152334028,Daunorubicin
ind6a,Daun,1,0.5026845126225428,Daunorubicin
ind6a,Daun,1,0.6197897089449892,Daunorubicin
ind6a,Daun,1,0.620310357088434,Daunorubicin
ind6a,Daun,5,0.04728925217103477,Daunorubicin
ind6a,Daun,5,0.112109983771831,Daunorubicin
ind6a,Daun,5,0.12848756223479812,Daunorubicin
ind6a,Daun,5,0.134574274904263,Daunorubicin
ind6a,Daun,10,0,Daunorubicin
ind6a,Daun,10,0.009814054720187615,Daunorubicin
ind6a,Daun,10,0.024207173452857732,Daunorubicin
ind6a,Daun,10,0.0435495572494807,Daunorubicin
ind6a,Daun,50,0,Daunorubicin
ind6a,Daun,50,0,Daunorubicin
ind6a,Daun,50,0,Daunorubicin
ind6a,Daun,50,0.026577291011331817,Daunorubicin
ind6a,Doxo,0.01,0.5323852204540104,Doxorubicin
ind6a,Doxo,0.01,0.6041776778933061,Doxorubicin
ind6a,Doxo,0.01,0.7520530848460352,Doxorubicin
ind6a,Doxo,0.05,0.7545140698616494,Doxorubicin
ind6a,Doxo,0.05,1.009776399374558,Doxorubicin
ind6a,Doxo,0.05,1.1162847102170987,Doxorubicin
ind6a,Doxo,0.05,1.1923311126362994,Doxorubicin
ind6a,Doxo,0.1,0.6677094096820493,Doxorubicin
ind6a,Doxo,0.1,0.756258390688494,Doxorubicin
ind6a,Doxo,0.1,1.2003844578036948,Doxorubicin
ind6a,Doxo,0.1,1.2218311220138167,Doxorubicin
ind6a,Doxo,0.5,0.6883083730428863,Doxorubicin
ind6a,Doxo,0.5,0.7590596281484002,Doxorubicin
ind6a,Doxo,0.5,0.8041796077263444,Doxorubicin
ind6a,Doxo,0.5,0.857290248468346,Doxorubicin
ind6a,Doxo,1,0.4585665667699498,Doxorubicin
ind6a,Doxo,1,0.6082719561131711,Doxorubicin
ind6a,Doxo,1,0.6768883019251284,Doxorubicin
ind6a,Doxo,1,0.7644790978818511,Doxorubicin
ind6a,Doxo,5,0.17961319032929848,Doxorubicin
ind6a,Doxo,5,0.3268849730833061,Doxorubicin
ind6a,Doxo,5,0.3895565066682603,Doxorubicin
ind6a,Doxo,5,0.3901886237317433,Doxorubicin
ind6a,Doxo,10,0.19099889685055801,Doxorubicin
ind6a,Doxo,10,0.3288776696713409,Doxorubicin
ind6a,Doxo,10,0.3489057950129694,Doxorubicin
ind6a,Doxo,10,0.3925845499448425,Doxorubicin
ind6a,Doxo,50,0.012847260026071191,Doxorubicin
ind6a,Doxo,50,0.014262636130638311,Doxorubicin
ind6a,Doxo,50,0.022684271081306127,Doxorubicin
ind6a,Doxo,50,0.048699531248620656,Doxorubicin
ind6a,Epi,0.01,0.5752501676667451,Epirubicin
ind6a,Epi,0.01,0.6384749654673126,Epirubicin
ind6a,Epi,0.01,0.970019853519225,Epirubicin
ind6a,Epi,0.01,0.9842526504670239,Epirubicin
ind6a,Epi,0.05,0.8708323227527699,Epirubicin
ind6a,Epi,0.05,0.9020811939127787,Epirubicin
ind6a,Epi,0.05,0.9909021947229635,Epirubicin
ind6a,Epi,0.05,1.130638394492809,Epirubicin
ind6a,Epi,0.1,0.8172665874731693,Epirubicin
ind6a,Epi,0.1,0.8791045122256036,Epirubicin
ind6a,Epi,0.1,0.9135047245535058,Epirubicin
ind6a,Epi,0.1,0.990924528253268,Epirubicin
